version,1.7.0
info,balls_per_over,6
info,team,Qatar
info,team,Nepal
info,gender,male
info,season,2025
info,date,2025/04/09
info,event,Quadrangular Twenty20 Series (Hong Kong)
info,match_number,1
info,venue,"Mission Road Ground, Mong Kok, Hong Kong"
info,city,Mong Kok
info,toss_winner,Nepal
info,toss_decision,field
info,player_of_match,K Bhurtel
info,umpire,Ramasamy Venkatesh
info,umpire,Tabarak Dar
info,reserve_umpire,John Prakash
info,match_referee,G Sankaranarayanan
info,winner,Nepal
info,winner_wickets,8
info,player,Qatar,A Nagarajan
info,player,Qatar,R Theruvath
info,player,Qatar,Ikramullah Khan
info,player,Qatar,Shahzaib Jamil
info,player,Qatar,Jassim Khan
info,player,Qatar,Mujeeb-ur-Rehman
info,player,Qatar,Mohammed Irshad
info,player,Qatar,Mohammad Abrar
info,player,Qatar,Muhammad Jabir
info,player,Qatar,Bipin Kumar
info,player,Qatar,Bukhar Illikkal
info,player,Nepal,K Bhurtel
info,player,Nepal,Aasif Sheikh
info,player,Nepal,RK Paudel
info,player,Nepal,Basir Ahamad
info,player,Nepal,DS Airee
info,player,Nepal,Kushal Malla
info,player,Nepal,Gulsan Jha
info,player,Nepal,Sompal Kami
info,player,Nepal,Karan KC
info,player,Nepal,NK Yadav
info,player,Nepal,LN Rajbanshi
info,registry,people,A Nagarajan,856dcfa8
info,registry,people,Aasif Sheikh,dcbea954
info,registry,people,Basir Ahamad,218c7eab
info,registry,people,Bipin Kumar,c821e504
info,registry,people,Bukhar Illikkal,f4a2d087
info,registry,people,DS Airee,1747ea18
info,registry,people,G Sankaranarayanan,a4a348f9
info,registry,people,Gulsan Jha,9811e35e
info,registry,people,Ikramullah Khan,c6e1354c
info,registry,people,Jassim Khan,67e36e53
info,registry,people,John Prakash,b5f3d429
info,registry,people,K Bhurtel,e3386c8a
info,registry,people,Karan KC,f53b3e1d
info,registry,people,Kushal Malla,7e9f1cde
info,registry,people,LN Rajbanshi,6ad2d5f7
info,registry,people,Mohammad Abrar,5923eebb
info,registry,people,Mohammed Irshad,1a54d618
info,registry,people,Muhammad Jabir,b67af1c4
info,registry,people,Mujeeb-ur-Rehman,1a8f879b
info,registry,people,NK Yadav,737e595d
info,registry,people,R Theruvath,eb6d1f4d
info,registry,people,RK Paudel,1a3cc554
info,registry,people,Ramasamy Venkatesh,8ad68ea7
info,registry,people,Shahzaib Jamil,fbb6d1a7
info,registry,people,Sompal Kami,1adb8ee8
info,registry,people,Tabarak Dar,2259c12d
ball,1,0.1,Qatar,A Nagarajan,R Theruvath,Karan KC,1,0,,,,,,"",""
ball,1,0.2,Qatar,R Theruvath,A Nagarajan,Karan KC,0,0,,,,,,"",""
ball,1,0.3,Qatar,R Theruvath,A Nagarajan,Karan KC,4,0,,,,,,"",""
ball,1,0.4,Qatar,R Theruvath,A Nagarajan,Karan KC,1,0,,,,,,"",""
ball,1,0.5,Qatar,A Nagarajan,R Theruvath,Karan KC,1,0,,,,,,"",""
ball,1,0.6,Qatar,R Theruvath,A Nagarajan,Karan KC,1,0,,,,,,"",""
ball,1,1.1,Qatar,R Theruvath,A Nagarajan,Sompal Kami,0,0,,,,,,caught,R Theruvath
ball,1,1.2,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,1.3,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,1.4,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,4,0,,,,,,"",""
ball,1,1.5,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,1.6,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,2.1,Qatar,A Nagarajan,Ikramullah Khan,NK Yadav,0,0,,,,,,"",""
ball,1,2.2,Qatar,A Nagarajan,Ikramullah Khan,NK Yadav,4,0,,,,,,"",""
ball,1,2.3,Qatar,A Nagarajan,Ikramullah Khan,NK Yadav,0,0,,,,,,"",""
ball,1,2.4,Qatar,A Nagarajan,Ikramullah Khan,NK Yadav,0,0,,,,,,"",""
ball,1,2.5,Qatar,A Nagarajan,Ikramullah Khan,NK Yadav,1,0,,,,,,"",""
ball,1,2.6,Qatar,Ikramullah Khan,A Nagarajan,NK Yadav,0,1,,,,1,,"",""
ball,1,3.1,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,3.2,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,3.3,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,0,0,,,,,,"",""
ball,1,3.4,Qatar,Ikramullah Khan,A Nagarajan,Sompal Kami,1,0,,,,,,"",""
ball,1,3.5,Qatar,A Nagarajan,Ikramullah Khan,Sompal Kami,0,0,,,,,,"",""
ball,1,3.6,Qatar,A Nagarajan,Ikramullah Khan,Sompal Kami,0,0,,,,,,"",""
