version,1.7.0
info,balls_per_over,6
info,team,Bulgaria
info,team,Czech Republic
info,gender,male
info,season,2022
info,date,2022/07/31
info,event,ICC Men's T20 World Cup Sub Regional Europe Qualifier
info,venue,Tikkurila Cricket Ground
info,city,Vantaa
info,toss_winner,Bulgaria
info,toss_decision,bat
info,player_of_match,S Wickramasekara
info,umpire,J Jensen
info,umpire,S Kuchimanchi
info,reserve_umpire,S Fernando
info,match_referee,K Gallagher
info,winner,Czech Republic
info,winner_wickets,4
info,player,Bulgaria,H Lakov
info,player,Bulgaria,M Kadyan
info,player,Bulgaria,Saim Hussain
info,player,Bulgaria,Sulaiman Ali
info,player,Bulgaria,P Mishra
info,player,Bulgaria,KC D'Souza
info,player,Bulgaria,R Dhiman
info,player,Bulgaria,Asad Ali Rehemtulla
info,player,Bulgaria,J Albin
info,player,Bulgaria,D Nikolov
info,player,Bulgaria,DV Varghese
info,player,Czech Republic,S Davizi
info,player,Czech Republic,Dylan Steyn
info,player,Czech Republic,Sazib Bhuiyan
info,player,Czech Republic,Divyendra Singh
info,player,Czech Republic,Ritik Tomar
info,player,Czech Republic,A Ashokan
info,player,Czech Republic,S Wickramasekara
info,player,Czech Republic,UNGB Thenannahelage
info,player,Czech Republic,TK Lal
info,player,Czech Republic,SMK Waththage
info,player,Czech Republic,Abul Farhad
info,registry,people,A Ashokan,9244df4b
info,registry,people,Abul Farhad,f7cb7c3a
info,registry,people,Asad Ali Rehemtulla,c122fe73
info,registry,people,D Nikolov,9c3a8776
info,registry,people,DV Varghese,26f98ea3
info,registry,people,Divyendra Singh,7f122e0b
info,registry,people,Dylan Steyn,ff2b190e
info,registry,people,H Lakov,87a6f411
info,registry,people,J Albin,a4a53adf
info,registry,people,J Jensen,fc80e7a2
info,registry,people,K Gallagher,704afd47
info,registry,people,KC D'Souza,2687fff2
info,registry,people,M Kadyan,c7aae1f0
info,registry,people,P Mishra,3fa5672e
info,registry,people,R Dhiman,0d4d3cb1
info,registry,people,Ritik Tomar,6de51a8e
info,registry,people,S Davizi,5787be00
info,registry,people,S Fernando,bbeb5b15
info,registry,people,S Kuchimanchi,b0cad015
info,registry,people,S Wickramasekara,a9a09cb8
info,registry,people,SMK Waththage,0fc88c2a
info,registry,people,Saim Hussain,d300d274
info,registry,people,Sazib Bhuiyan,e5464794
info,registry,people,Sulaiman Ali,13bf1d91
info,registry,people,TK Lal,98dae38e
info,registry,people,UNGB Thenannahelage,e75cb073
ball,1,0.1,Bulgaria,H Lakov,M Kadyan,TK Lal,2,0,,,,,,"",""
ball,1,0.2,Bulgaria,H Lakov,M Kadyan,TK Lal,0,0,,,,,,"",""
ball,1,0.3,Bulgaria,H Lakov,M Kadyan,TK Lal,0,0,,,,,,"",""
ball,1,0.4,Bulgaria,H Lakov,M Kadyan,TK Lal,0,0,,,,,,"",""
ball,1,0.5,Bulgaria,H Lakov,M Kadyan,TK Lal,2,0,,,,,,"",""
ball,1,0.6,Bulgaria,H Lakov,M Kadyan,TK Lal,0,0,,,,,,"",""
ball,1,1.1,Bulgaria,M Kadyan,H Lakov,SMK Waththage,0,0,,,,,,"",""
ball,1,1.2,Bulgaria,M Kadyan,H Lakov,SMK Waththage,0,0,,,,,,"",""
ball,1,1.3,Bulgaria,M Kadyan,H Lakov,SMK Waththage,0,0,,,,,,"",""
ball,1,1.4,Bulgaria,M Kadyan,H Lakov,SMK Waththage,0,1,1,,,,,"",""
ball,1,1.5,Bulgaria,M Kadyan,H Lakov,SMK Waththage,3,0,,,,,,"",""
ball,1,1.6,Bulgaria,H Lakov,M Kadyan,SMK Waththage,0,0,,,,,,"",""
ball,1,1.7,Bulgaria,H Lakov,M Kadyan,SMK Waththage,4,0,,,,,,"",""
ball,1,2.1,Bulgaria,M Kadyan,H Lakov,TK Lal,0,0,,,,,,"",""
ball,1,2.2,Bulgaria,M Kadyan,H Lakov,TK Lal,0,0,,,,,,"",""
ball,1,2.3,Bulgaria,M Kadyan,H Lakov,TK Lal,4,0,,,,,,"",""
ball,1,2.4,Bulgaria,M Kadyan,H Lakov,TK Lal,1,0,,,,,,"",""
ball,1,2.5,Bulgaria,H Lakov,M Kadyan,TK Lal,0,0,,,,,,caught,H Lakov
ball,1,2.6,Bulgaria,M Kadyan,Saim Hussain,TK Lal,1,0,,,,,,"",""
ball,1,3.1,Bulgaria,M Kadyan,Saim Hussain,SMK Waththage,1,0,,,,,,"",""
ball,1,3.2,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,0,1,1,,,,,"",""
ball,1,3.3,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,0,1,1,,,,,"",""
ball,1,3.4,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,4,0,,,,,,"",""
ball,1,3.5,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,0,0,,,,,,"",""
ball,1,3.6,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,0,0,,,,,,"",""
ball,1,3.7,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,0,0,,,,,,"",""
ball,1,3.8,Bulgaria,Saim Hussain,M Kadyan,SMK Waththage,0,0,,,,,,"",""
ball,1,4.1,Bulgaria,M Kadyan,Saim Hussain,TK Lal,0,0,,,,,,stumped,M Kadyan
ball,1,4.2,Bulgaria,Sulaiman Ali,Saim Hussain,TK Lal,0,0,,,,,,"",""
ball,1,4.3,Bulgaria,Sulaiman Ali,Saim Hussain,TK Lal,0,0,,,,,,"",""
ball,1,4.4,Bulgaria,Sulaiman Ali,Saim Hussain,TK Lal,0,0,,,,,,"",""
ball,1,4.5,Bulgaria,Sulaiman Ali,Saim Hussain,TK Lal,0,0,,,,,,"",""
ball,1,4.6,Bulgaria,Sulaiman Ali,Saim Hussain,TK Lal,0,0,,,,,,"",""
ball,1,5.1,Bulgaria,Saim Hussain,Sulaiman Ali,Abul Farhad,0,0,,,,,,"",""
ball,1,5.2,Bulgaria,Saim Hussain,Sulaiman Ali,Abul Farhad,0,2,2,,,,,"",""
ball,1,5.3,Bulgaria,Sulaiman Ali,Saim Hussain,Abul Farhad,0,0,,,,,,"",""
ball,1,5.4,Bulgaria,Sulaiman Ali,Saim Hussain,Abul Farhad,0,0,,,,,,"",""
ball,1,5.5,Bulgaria,Sulaiman Ali,Saim Hussain,Abul Farhad,6,0,,,,,,"",""
ball,1,5.6,Bulgaria,Sulaiman Ali,Saim Hussain,Abul Farhad,0,0,,,,,,"",""
ball,1,5.7,Bulgaria,Sulaiman Ali,Saim Hussain,Abul Farhad,0,0,,,,,,"",""
ball,1,6.1,Bulgaria,Saim Hussain,Sulaiman Ali,TK Lal,0,0,,,,,,"",""
