version,1.7.0
info,balls_per_over,6
info,team,Papua New Guinea
info,team,Oman
info,gender,male
info,season,2023/24
info,date,2024/03/08
info,event,Papua New Guinea tour of Oman
info,match_number,3
info,venue,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 1)
info,city,Al Amarat
info,toss_winner,Oman
info,toss_decision,field
info,player_of_match,Khalid Kail
info,umpire,P Balasubramanian
info,umpire,Rahul Asher
info,tv_umpire,Zaman Quoraishi
info,winner,Oman
info,winner_wickets,4
info,player,Papua New Guinea,TP Ura
info,player,Papua New Guinea,S Bau
info,player,Papua New Guinea,A Vala
info,player,Papua New Guinea,L Siaka
info,player,Papua New Guinea,CJA Amini
info,player,Papua New Guinea,H Hiri
info,player,Papua New Guinea,K Doriga
info,player,Papua New Guinea,CA Soper
info,player,Papua New Guinea,KV Morea
info,player,Papua New Guinea,A Nao
info,player,Papua New Guinea,J Kariko
info,player,Oman,PS Athavale
info,player,Oman,KH Prajapati
info,player,Oman,Aqib Ilyas
info,player,Oman,Zeeshan Maqsood
info,player,Oman,Khalid Kail
info,player,Oman,Ayan Khan
info,player,Oman,Mehran Khan
info,player,Oman,Rafiullah
info,player,Oman,Naseem Khushi
info,player,Oman,Kaleemullah
info,player,Oman,Bilal Khan
info,registry,people,A Nao,4d1ec7eb
info,registry,people,A Vala,72e60730
info,registry,people,Aqib Ilyas,b3b39bed
info,registry,people,Ayan Khan,44d6a8b8
info,registry,people,Bilal Khan,dcdb87f2
info,registry,people,CA Soper,9920dd86
info,registry,people,CJA Amini,4d84ad05
info,registry,people,H Hiri,9dc3ea7e
info,registry,people,J Kariko,cde067e1
info,registry,people,K Doriga,365229a8
info,registry,people,KH Prajapati,c4e73ff1
info,registry,people,KV Morea,270bf7e2
info,registry,people,Kaleemullah,72253b87
info,registry,people,Khalid Kail,3ee90b67
info,registry,people,L Siaka,6b4593ee
info,registry,people,Mehran Khan,d7bfcc0b
info,registry,people,Naseem Khushi,c63671e9
info,registry,people,P Balasubramanian,188dc81a
info,registry,people,PS Athavale,c2f12310
info,registry,people,Rafiullah,369cc49c
info,registry,people,Rahul Asher,4956b0bf
info,registry,people,S Bau,9a95bebb
info,registry,people,TP Ura,a82eb3fb
info,registry,people,Zaman Quoraishi,8c3c46b0
info,registry,people,Zeeshan Maqsood,34464143
ball,1,0.1,Papua New Guinea,TP Ura,S Bau,Bilal Khan,0,0,,,,,,"",""
ball,1,0.2,Papua New Guinea,TP Ura,S Bau,Bilal Khan,1,0,,,,,,"",""
ball,1,0.3,Papua New Guinea,S Bau,TP Ura,Bilal Khan,0,0,,,,,,"",""
ball,1,0.4,Papua New Guinea,S Bau,TP Ura,Bilal Khan,2,0,,,,,,"",""
ball,1,0.5,Papua New Guinea,S Bau,TP Ura,Bilal Khan,0,1,,,,1,,"",""
ball,1,0.6,Papua New Guinea,TP Ura,S Bau,Bilal Khan,0,0,,,,,,"",""
ball,1,1.1,Papua New Guinea,S Bau,TP Ura,Kaleemullah,4,0,,,,,,"",""
ball,1,1.2,Papua New Guinea,S Bau,TP Ura,Kaleemullah,1,0,,,,,,"",""
ball,1,1.3,Papua New Guinea,TP Ura,S Bau,Kaleemullah,0,0,,,,,,caught,TP Ura
ball,1,1.4,Papua New Guinea,A Vala,S Bau,Kaleemullah,0,0,,,,,,"",""
ball,1,1.5,Papua New Guinea,A Vala,S Bau,Kaleemullah,0,0,,,,,,"",""
ball,1,1.6,Papua New Guinea,A Vala,S Bau,Kaleemullah,1,0,,,,,,"",""
ball,1,2.1,Papua New Guinea,A Vala,S Bau,Bilal Khan,4,0,,,,,,"",""
ball,1,2.2,Papua New Guinea,A Vala,S Bau,Bilal Khan,4,0,,,,,,"",""
ball,1,2.3,Papua New Guinea,A Vala,S Bau,Bilal Khan,1,0,,,,,,"",""
ball,1,2.4,Papua New Guinea,S Bau,A Vala,Bilal Khan,4,0,,,,,,"",""
ball,1,2.5,Papua New Guinea,S Bau,A Vala,Bilal Khan,0,0,,,,,,caught,S Bau
ball,1,2.6,Papua New Guinea,L Siaka,A Vala,Bilal Khan,1,0,,,,,,"",""
ball,1,3.1,Papua New Guinea,L Siaka,A Vala,Kaleemullah,0,0,,,,,,"",""
ball,1,3.2,Papua New Guinea,L Siaka,A Vala,Kaleemullah,1,0,,,,,,"",""
ball,1,3.3,Papua New Guinea,A Vala,L Siaka,Kaleemullah,1,0,,,,,,"",""
ball,1,3.4,Papua New Guinea,L Siaka,A Vala,Kaleemullah,2,0,,,,,,"",""
ball,1,3.5,Papua New Guinea,L Siaka,A Vala,Kaleemullah,1,0,,,,,,"",""
