version,1.7.0
info,balls_per_over,6
info,team,Croatia
info,team,Cyprus
info,gender,male
info,season,2025
info,date,2025/08/08
info,event,Cyprus tour of Croatia
info,match_number,3
info,venue,"Mladost Cricket Ground, Zagreb"
info,city,Zagreb
info,toss_winner,Croatia
info,toss_decision,bat
info,player_of_match,S Austin
info,winner,Cyprus
info,winner_wickets,3
info,player,Croatia,S Houghton
info,player,Croatia,OSB Tilley
info,player,Croatia,ZXM Vukusic
info,player,Croatia,JM Vujinovich
info,player,Croatia,H Satheedevi
info,player,Croatia,Saghar Manzoor
info,player,Croatia,S Bevin
info,player,Croatia,C Bevin
info,player,Croatia,A Magdalenic
info,player,Croatia,A Beresford-Peirse
info,player,Croatia,A Razmilic
info,player,Cyprus,R Mazumder
info,player,Cyprus,AA Senn
info,player,Cyprus,S Burdekin
info,player,Cyprus,MPGT Ketiyage
info,player,Cyprus,Adam Senn
info,player,Cyprus,S Austin
info,player,Cyprus,S Tharanga
info,player,Cyprus,R Siriwardena
info,player,Cyprus,Hardeep Singh
info,player,Cyprus,Kamal Raiz
info,player,Cyprus,Waqar Ali
info,registry,people,A Beresford-Peirse,4e7d882f
info,registry,people,A Magdalenic,d6a2f3a5
info,registry,people,A Razmilic,d92fb332
info,registry,people,AA Senn,719ac15b
info,registry,people,Adam Senn,34c3f7b9
info,registry,people,C Bevin,1e3db5f4
info,registry,people,H Satheedevi,a17a9548
info,registry,people,Hardeep Singh,d617f2bf
info,registry,people,JM Vujinovich,99ad98b0
info,registry,people,Kamal Raiz,b3ba0c35
info,registry,people,MPGT Ketiyage,2d45d7d2
info,registry,people,OSB Tilley,3ddd957f
info,registry,people,R Mazumder,b23d3ec5
info,registry,people,R Siriwardena,c3ba4942
info,registry,people,S Austin,40ee633c
info,registry,people,S Bevin,cdb2858d
info,registry,people,S Burdekin,98e3f1de
info,registry,people,S Houghton,4895df9e
info,registry,people,S Tharanga,32332eea
info,registry,people,Saghar Manzoor,9d103769
info,registry,people,Waqar Ali,55a73018
info,registry,people,ZXM Vukusic,78a3ae4b
ball,1,0.1,Croatia,S Houghton,OSB Tilley,Adam Senn,0,1,,,,1,,"",""
ball,1,0.2,Croatia,OSB Tilley,S Houghton,Adam Senn,0,0,,,,,,"",""
ball,1,0.3,Croatia,OSB Tilley,S Houghton,Adam Senn,0,0,,,,,,"",""
ball,1,0.4,Croatia,OSB Tilley,S Houghton,Adam Senn,1,0,,,,,,"",""
ball,1,0.5,Croatia,S Houghton,OSB Tilley,Adam Senn,0,0,,,,,,"",""
ball,1,0.6,Croatia,S Houghton,OSB Tilley,Adam Senn,2,0,,,,,,"",""
ball,1,1.1,Croatia,OSB Tilley,S Houghton,Kamal Raiz,1,1,,1,,,,"",""
ball,1,1.2,Croatia,S Houghton,OSB Tilley,Kamal Raiz,0,0,,,,,,"",""
ball,1,1.3,Croatia,S Houghton,OSB Tilley,Kamal Raiz,1,0,,,,,,"",""
ball,1,1.4,Croatia,OSB Tilley,S Houghton,Kamal Raiz,0,0,,,,,,"",""
ball,1,1.5,Croatia,OSB Tilley,S Houghton,Kamal Raiz,0,0,,,,,,"",""
ball,1,1.6,Croatia,OSB Tilley,S Houghton,Kamal Raiz,0,0,,,,,,caught,OSB Tilley
ball,1,1.7,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,0,0,,,,,,"",""
ball,1,2.1,Croatia,S Houghton,ZXM Vukusic,Adam Senn,0,0,,,,,,"",""
ball,1,2.2,Croatia,S Houghton,ZXM Vukusic,Adam Senn,2,0,,,,,,"",""
ball,1,2.3,Croatia,S Houghton,ZXM Vukusic,Adam Senn,1,0,,,,,,"",""
ball,1,2.4,Croatia,ZXM Vukusic,S Houghton,Adam Senn,1,0,,,,,,"",""
ball,1,2.5,Croatia,S Houghton,ZXM Vukusic,Adam Senn,0,0,,,,,,"",""
ball,1,2.6,Croatia,S Houghton,ZXM Vukusic,Adam Senn,0,0,,,,,,"",""
ball,1,3.1,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,2,0,,,,,,"",""
ball,1,3.2,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,0,0,,,,,,"",""
ball,1,3.3,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,0,0,,,,,,"",""
ball,1,3.4,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,0,0,,,,,,"",""
ball,1,3.5,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,1,0,,,,,,"",""
ball,1,3.6,Croatia,S Houghton,ZXM Vukusic,Kamal Raiz,0,0,,,,,,"",""
ball,1,4.1,Croatia,ZXM Vukusic,S Houghton,Waqar Ali,0,0,,,,,,"",""
ball,1,4.2,Croatia,ZXM Vukusic,S Houghton,Waqar Ali,1,0,,,,,,"",""
ball,1,4.3,Croatia,S Houghton,ZXM Vukusic,Waqar Ali,4,0,,,,,,"",""
ball,1,4.4,Croatia,S Houghton,ZXM Vukusic,Waqar Ali,0,0,,,,,,"",""
ball,1,4.5,Croatia,S Houghton,ZXM Vukusic,Waqar Ali,0,0,,,,,,"",""
ball,1,4.6,Croatia,S Houghton,ZXM Vukusic,Waqar Ali,1,0,,,,,,"",""
ball,1,5.1,Croatia,S Houghton,ZXM Vukusic,Kamal Raiz,0,0,,,,,,"",""
ball,1,5.2,Croatia,S Houghton,ZXM Vukusic,Kamal Raiz,1,0,,,,,,"",""
ball,1,5.3,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,4,0,,,,,,"",""
ball,1,5.4,Croatia,ZXM Vukusic,S Houghton,Kamal Raiz,0,0,,,,,,caught,ZXM Vukusic
ball,1,5.5,Croatia,JM Vujinovich,S Houghton,Kamal Raiz,1,0,,,,,,"",""
ball,1,5.6,Croatia,S Houghton,JM Vujinovich,Kamal Raiz,1,0,,,,,,"",""
ball,1,6.1,Croatia,S Houghton,JM Vujinovich,S Austin,1,0,,,,,,"",""
ball,1,6.2,Croatia,JM Vujinovich,S Houghton,S Austin,0,0,,,,,,"",""
