version,1.7.0
info,balls_per_over,6
info,team,Botswana
info,team,Rwanda
info,gender,male
info,season,2022/23
info,date,2022/11/17
info,event,ICC Men's T20 World Cup Sub Regional Africa Qualifier
info,match_number,1
info,venue,Gahanga International Cricket Stadium. Rwanda
info,city,Kigali City
info,toss_winner,Rwanda
info,toss_decision,field
info,player_of_match,M Akayezu
info,umpire,BM White
info,umpire,L Rusere
info,reserve_umpire,Patric Makumbi
info,match_referee,S Wadvalla
info,winner,Rwanda
info,winner_wickets,5
info,player,Botswana,K Motlanka
info,player,Botswana,R Nehonde
info,player,Botswana,T Perera
info,player,Botswana,V Balakrishnan
info,player,Botswana,V Mbazo
info,player,Botswana,P Silas
info,player,Botswana,T Tshose
info,player,Botswana,B Maphosa
info,player,Botswana,D Maisuria
info,player,Botswana,M Mooketsi
info,player,Botswana,B Khumalo
info,player,Rwanda,O Tuyisenge
info,player,Rwanda,E Dusingizimana
info,player,Rwanda,W Niyitanga
info,player,Rwanda,C Rububagumya
info,player,Rwanda,E Niyomugabo
info,player,Rwanda,E Sebareme
info,player,Rwanda,D Ndikubwimana
info,player,Rwanda,V Mitari
info,player,Rwanda,K Irakoze
info,player,Rwanda,M Akayezu
info,player,Rwanda,Z Bimenyimana
info,registry,people,B Khumalo,33ab1f1c
info,registry,people,B Maphosa,20d948ae
info,registry,people,BM White,66c21d35
info,registry,people,C Rububagumya,8088632c
info,registry,people,D Maisuria,a96b36af
info,registry,people,D Ndikubwimana,3cbedf51
info,registry,people,E Dusingizimana,c15e7ba4
info,registry,people,E Niyomugabo,2dcac6ff
info,registry,people,E Sebareme,f99a219a
info,registry,people,K Irakoze,9ccb6e52
info,registry,people,K Motlanka,21549344
info,registry,people,L Rusere,6a4734ae
info,registry,people,M Akayezu,1f3b9f8d
info,registry,people,M Mooketsi,008a024c
info,registry,people,O Tuyisenge,e6a6888f
info,registry,people,P Silas,9f2e1944
info,registry,people,Patric Makumbi,e4c69c16
info,registry,people,R Nehonde,4393e047
info,registry,people,S Wadvalla,c1a1acf3
info,registry,people,T Perera,456397e5
info,registry,people,T Tshose,18ae55e4
info,registry,people,V Balakrishnan,0c1da0c4
info,registry,people,V Mbazo,a2317d14
info,registry,people,V Mitari,3a82673c
info,registry,people,W Niyitanga,e7631adc
info,registry,people,Z Bimenyimana,ba57fb08
ball,1,0.1,Botswana,K Motlanka,R Nehonde,Z Bimenyimana,0,0,,,,,,"",""
ball,1,0.2,Botswana,K Motlanka,R Nehonde,Z Bimenyimana,0,1,1,,,,,"",""
ball,1,0.3,Botswana,K Motlanka,R Nehonde,Z Bimenyimana,0,1,1,,,,,"",""
ball,1,0.4,Botswana,K Motlanka,R Nehonde,Z Bimenyimana,1,0,,,,,,"",""
ball,1,0.5,Botswana,R Nehonde,K Motlanka,Z Bimenyimana,0,0,,,,,,"",""
ball,1,0.6,Botswana,R Nehonde,K Motlanka,Z Bimenyimana,1,0,,,,,,"",""
ball,1,0.7,Botswana,K Motlanka,R Nehonde,Z Bimenyimana,0,0,,,,,,"",""
ball,1,0.8,Botswana,K Motlanka,R Nehonde,Z Bimenyimana,4,0,,,,,,"",""
ball,1,1.1,Botswana,R Nehonde,K Motlanka,E Sebareme,0,0,,,,,,"",""
ball,1,1.2,Botswana,R Nehonde,K Motlanka,E Sebareme,0,0,,,,,,"",""
ball,1,1.3,Botswana,R Nehonde,K Motlanka,E Sebareme,4,0,,,,,,"",""
ball,1,1.4,Botswana,R Nehonde,K Motlanka,E Sebareme,0,0,,,,,,"",""
ball,1,1.5,Botswana,R Nehonde,K Motlanka,E Sebareme,0,0,,,,,,"",""
ball,1,1.6,Botswana,R Nehonde,K Motlanka,E Sebareme,0,0,,,,,,"",""
ball,1,2.1,Botswana,K Motlanka,R Nehonde,V Mitari,0,1,,,,1,,"",""
ball,1,2.2,Botswana,R Nehonde,K Motlanka,V Mitari,0,0,,,,,,"",""
ball,1,2.3,Botswana,R Nehonde,K Motlanka,V Mitari,0,1,1,,,,,"",""
ball,1,2.4,Botswana,R Nehonde,K Motlanka,V Mitari,0,0,,,,,,"",""
ball,1,2.5,Botswana,R Nehonde,K Motlanka,V Mitari,0,0,,,,,,"",""
ball,1,2.6,Botswana,R Nehonde,K Motlanka,V Mitari,0,1,1,,,,,"",""
ball,1,2.7,Botswana,R Nehonde,K Motlanka,V Mitari,0,0,,,,,,"",""
ball,1,2.8,Botswana,R Nehonde,K Motlanka,V Mitari,0,0,,,,,,"",""
ball,1,3.1,Botswana,K Motlanka,R Nehonde,C Rububagumya,0,1,1,,,,,"",""
ball,1,3.2,Botswana,K Motlanka,R Nehonde,C Rububagumya,0,0,,,,,,"",""
