version,1.7.0
info,balls_per_over,6
info,team,Indonesia
info,team,Bahrain
info,gender,male
info,season,2024/25
info,date,2025/02/24
info,event,Bahrain tour of Indonesia
info,match_number,5
info,venue,Udayana Cricket Ground
info,city,Bali
info,toss_winner,Indonesia
info,toss_decision,bat
info,player_of_match,GA Priandana
info,umpire,Yeri Rosongna
info,umpire,Yousuf Wadu
info,winner,Bahrain
info,winner_wickets,5
info,player,Indonesia,GA Priandana
info,player,Indonesia,Gaurav Tiwari
info,player,Indonesia,FFJ Heo
info,player,Indonesia,Ahmad Ramdoni
info,player,Indonesia,Ashish Gupta
info,player,Indonesia,IKEG Artawan
info,player,Indonesia,DJ Hawoe
info,player,Indonesia,IK Gamantika
info,player,Indonesia,F Banunaek
info,player,Indonesia,A Alexander
info,player,Indonesia,RM Koda
info,player,Bahrain,Fiaz Ahmed
info,player,Bahrain,P Kurup
info,player,Bahrain,Sohail Ahmed
info,player,Bahrain,Ahmer Bin Nisar
info,player,Bahrain,Junaid Aziz
info,player,Bahrain,Ubaid Minhas
info,player,Bahrain,Rizwan Butt
info,player,Bahrain,Ali Dawood
info,player,Bahrain,Asif Shaikh
info,player,Bahrain,Imran Khan
info,player,Bahrain,Abdul Majid Abbasi
info,registry,people,A Alexander,ef6d6883
info,registry,people,Abdul Majid Abbasi,0cfb42b5
info,registry,people,Ahmad Ramdoni,b5f30525
info,registry,people,Ahmer Bin Nisar,afbc53ba
info,registry,people,Ali Dawood,596982e6
info,registry,people,Ashish Gupta,552518ea
info,registry,people,Asif Shaikh,231daa19
info,registry,people,DJ Hawoe,a62f55ba
info,registry,people,F Banunaek,3c8faed4
info,registry,people,FFJ Heo,c73c75f9
info,registry,people,Fiaz Ahmed,df1f2f29
info,registry,people,GA Priandana,2af0e3b1
info,registry,people,Gaurav Tiwari,cab3f89a
info,registry,people,IK Gamantika,4d7c5b56
info,registry,people,IKEG Artawan,190957d2
info,registry,people,Imran Khan,da3b91fd
info,registry,people,Junaid Aziz,c39ee9e0
info,registry,people,P Kurup,50ceaef6
info,registry,people,RM Koda,f0a45427
info,registry,people,Rizwan Butt,e741ed8f
info,registry,people,Sohail Ahmed,4db71b2e
info,registry,people,Ubaid Minhas,87493f1d
info,registry,people,Yeri Rosongna,161c019d
info,registry,people,Yousuf Wadu,cf41005c
ball,1,0.1,Indonesia,GA Priandana,Gaurav Tiwari,Ali Dawood,1,0,,,,,,"",""
ball,1,0.2,Indonesia,Gaurav Tiwari,GA Priandana,Ali Dawood,1,0,,,,,,"",""
ball,1,0.3,Indonesia,GA Priandana,Gaurav Tiwari,Ali Dawood,0,2,,,,2,,"",""
ball,1,0.4,Indonesia,GA Priandana,Gaurav Tiwari,Ali Dawood,0,0,,,,,,"",""
ball,1,0.5,Indonesia,GA Priandana,Gaurav Tiwari,Ali Dawood,1,0,,,,,,"",""
ball,1,0.6,Indonesia,Gaurav Tiwari,GA Priandana,Ali Dawood,2,0,,,,,,"",""
ball,1,1.1,Indonesia,GA Priandana,Gaurav Tiwari,Imran Khan,0,0,,,,,,"",""
ball,1,1.2,Indonesia,GA Priandana,Gaurav Tiwari,Imran Khan,0,0,,,,,,"",""
ball,1,1.3,Indonesia,GA Priandana,Gaurav Tiwari,Imran Khan,0,0,,,,,,"",""
ball,1,1.4,Indonesia,GA Priandana,Gaurav Tiwari,Imran Khan,4,0,,,,,,"",""
ball,1,1.5,Indonesia,GA Priandana,Gaurav Tiwari,Imran Khan,1,0,,,,,,"",""
ball,1,1.6,Indonesia,Gaurav Tiwari,GA Priandana,Imran Khan,4,0,,,,,,"",""
ball,1,2.1,Indonesia,GA Priandana,Gaurav Tiwari,Ali Dawood,0,0,,,,,,"",""
ball,1,2.2,Indonesia,GA Priandana,Gaurav Tiwari,Ali Dawood,1,0,,,,,,"",""
ball,1,2.3,Indonesia,Gaurav Tiwari,GA Priandana,Ali Dawood,0,0,,,,,,"",""
ball,1,2.4,Indonesia,Gaurav Tiwari,GA Priandana,Ali Dawood,2,0,,,,,,"",""
ball,1,2.5,Indonesia,Gaurav Tiwari,GA Priandana,Ali Dawood,0,0,,,,,,"",""
ball,1,2.6,Indonesia,Gaurav Tiwari,GA Priandana,Ali Dawood,1,0,,,,,,"",""
ball,1,3.1,Indonesia,Gaurav Tiwari,GA Priandana,Rizwan Butt,2,0,,,,,,"",""
ball,1,3.2,Indonesia,Gaurav Tiwari,GA Priandana,Rizwan Butt,0,0,,,,,,"",""
ball,1,3.3,Indonesia,Gaurav Tiwari,GA Priandana,Rizwan Butt,1,0,,,,,,"",""
