version,1.7.0
info,balls_per_over,6
info,team,Denmark
info,team,Spain
info,gender,male
info,season,2022
info,date,2022/07/02
info,event,ICC Men's T20 World Cup Sub Regional Europe Qualifier Group C
info,venue,"Royal Brussels Cricket Club Ground, Waterloo"
info,city,Waterloo
info,toss_winner,Spain
info,toss_decision,field
info,player_of_match,HAM Shah
info,umpire,Adriaan van den Dries
info,umpire,Vinay Malhotra
info,reserve_umpire,Jonathan Kennedy
info,match_referee,Phil Whitticase
info,winner,Denmark
info,winner_runs,41
info,player,Denmark,ND Laegsgaard
info,player,Denmark,HAM Shah
info,player,Denmark,T Bharaj
info,player,Denmark,S Thanikaithasan
info,player,Denmark,SA Ahmad
info,player,Denmark,Musa Shaheen
info,player,Denmark,Saran Aslam
info,player,Denmark,OD Hald
info,player,Denmark,FA Klokker
info,player,Denmark,Surya Anand
info,player,Denmark,Saud Munir
info,player,Spain,D Doyle-Calle
info,player,Spain,Awais Ahmed
info,player,Spain,Yasir Ali
info,player,Spain,J Trembeath-Moro
info,player,Spain,Hamza Dar
info,player,Spain,LA Burns
info,player,Spain,C Munoz-Mills
info,player,Spain,Mohammad Kamran
info,player,Spain,Zulqarnain Haider
info,player,Spain,Atif Mehmood
info,player,Spain,Raja Adeel
info,registry,people,Adriaan van den Dries,94b5ec3b
info,registry,people,Atif Mehmood,7fcc57bf
info,registry,people,Awais Ahmed,f9f857dc
info,registry,people,C Munoz-Mills,17bc032c
info,registry,people,D Doyle-Calle,74be2916
info,registry,people,FA Klokker,821a412e
info,registry,people,HAM Shah,007113d7
info,registry,people,Hamza Dar,557550a4
info,registry,people,J Trembeath-Moro,788d661c
info,registry,people,Jonathan Kennedy,f7ad4494
info,registry,people,LA Burns,5b616bf0
info,registry,people,Mohammad Kamran,1a628a92
info,registry,people,Musa Shaheen,6709b2de
info,registry,people,ND Laegsgaard,b0f2d3bd
info,registry,people,OD Hald,38189be1
info,registry,people,Phil Whitticase,99d5f6fa
info,registry,people,Raja Adeel,7ee25c46
info,registry,people,S Thanikaithasan,498aacac
info,registry,people,SA Ahmad,8de618ab
info,registry,people,Saran Aslam,2a00735b
info,registry,people,Saud Munir,5902f2eb
info,registry,people,Surya Anand,ef141f36
info,registry,people,T Bharaj,49556abb
info,registry,people,Vinay Malhotra,452837d1
info,registry,people,Yasir Ali,79209272
info,registry,people,Zulqarnain Haider,2d46e8ed
ball,1,0.1,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,0,0,,,,,,"",""
ball,1,0.2,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,0,0,,,,,,"",""
ball,1,0.3,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,6,0,,,,,,"",""
ball,1,0.4,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,0,0,,,,,,"",""
ball,1,0.5,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,0,0,,,,,,"",""
ball,1,0.6,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,0,0,,,,,,"",""
ball,1,1.1,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,1,0,,,,,,"",""
ball,1,1.2,Denmark,ND Laegsgaard,HAM Shah,Raja Adeel,0,0,,,,,,"",""
ball,1,1.3,Denmark,ND Laegsgaard,HAM Shah,Raja Adeel,0,0,,,,,,"",""
ball,1,1.4,Denmark,ND Laegsgaard,HAM Shah,Raja Adeel,1,0,,,,,,"",""
ball,1,1.5,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,0,0,,,,,,"",""
ball,1,1.6,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,4,0,,,,,,"",""
ball,1,2.1,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,1,0,,,,,,"",""
ball,1,2.2,Denmark,HAM Shah,ND Laegsgaard,Mohammad Kamran,0,0,,,,,,"",""
ball,1,2.3,Denmark,HAM Shah,ND Laegsgaard,Mohammad Kamran,0,0,,,,,,"",""
ball,1,2.4,Denmark,HAM Shah,ND Laegsgaard,Mohammad Kamran,1,0,,,,,,"",""
ball,1,2.5,Denmark,ND Laegsgaard,HAM Shah,Mohammad Kamran,1,0,,,,,,"",""
ball,1,2.6,Denmark,HAM Shah,ND Laegsgaard,Mohammad Kamran,1,0,,,,,,"",""
ball,1,3.1,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,0,0,,,,,,"",""
ball,1,3.2,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,4,0,,,,,,"",""
ball,1,3.3,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,0,0,,,,,,"",""
ball,1,3.4,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,4,0,,,,,,"",""
ball,1,3.5,Denmark,HAM Shah,ND Laegsgaard,Raja Adeel,1,0,,,,,,"",""
ball,1,3.6,Denmark,ND Laegsgaard,HAM Shah,Raja Adeel,4,0,,,,,,"",""
ball,1,4.1,Denmark,HAM Shah,ND Laegsgaard,Atif Mehmood,1,0,,,,,,"",""
ball,1,4.2,Denmark,ND Laegsgaard,HAM Shah,Atif Mehmood,0,4,,,,4,,"",""
ball,1,4.3,Denmark,ND Laegsgaard,HAM Shah,Atif Mehmood,0,0,,,,,,"",""
ball,1,4.4,Denmark,ND Laegsgaard,HAM Shah,Atif Mehmood,1,0,,,,,,"",""
ball,1,4.5,Denmark,HAM Shah,ND Laegsgaard,Atif Mehmood,4,0,,,,,,"",""
ball,1,4.6,Denmark,HAM Shah,ND Laegsgaard,Atif Mehmood,1,0,,,,,,"",""
ball,1,5.1,Denmark,HAM Shah,ND Laegsgaard,Yasir Ali,1,0,,,,,,"",""
ball,1,5.2,Denmark,ND Laegsgaard,HAM Shah,Yasir Ali,1,0,,,,,,"",""
ball,1,5.3,Denmark,HAM Shah,ND Laegsgaard,Yasir Ali,0,0,,,,,,"",""
ball,1,5.4,Denmark,HAM Shah,ND Laegsgaard,Yasir Ali,0,0,,,,,,"",""
ball,1,5.5,Denmark,HAM Shah,ND Laegsgaard,Yasir Ali,1,0,,,,,,"",""
ball,1,5.6,Denmark,ND Laegsgaard,HAM Shah,Yasir Ali,1,0,,,,,,"",""
ball,1,6.1,Denmark,ND Laegsgaard,HAM Shah,Zulqarnain Haider,1,0,,,,,,"",""
ball,1,6.2,Denmark,HAM Shah,ND Laegsgaard,Zulqarnain Haider,0,0,,,,,,"",""
ball,1,6.3,Denmark,HAM Shah,ND Laegsgaard,Zulqarnain Haider,0,0,,,,,,"",""
ball,1,6.4,Denmark,HAM Shah,ND Laegsgaard,Zulqarnain Haider,0,4,,,4,,,"",""
ball,1,6.5,Denmark,HAM Shah,ND Laegsgaard,Zulqarnain Haider,0,0,,,,,,caught,HAM Shah
ball,1,6.6,Denmark,T Bharaj,ND Laegsgaard,Zulqarnain Haider,0,0,,,,,,"",""
ball,1,7.1,Denmark,ND Laegsgaard,T Bharaj,Yasir Ali,6,0,,,,,,"",""
ball,1,7.2,Denmark,ND Laegsgaard,T Bharaj,Yasir Ali,6,0,,,,,,"",""
ball,1,7.3,Denmark,ND Laegsgaard,T Bharaj,Yasir Ali,0,1,,,,1,,"",""
ball,1,7.4,Denmark,T Bharaj,ND Laegsgaard,Yasir Ali,1,0,,,,,,"",""
ball,1,7.5,Denmark,ND Laegsgaard,T Bharaj,Yasir Ali,0,0,,,,,,"",""
ball,1,7.6,Denmark,ND Laegsgaard,T Bharaj,Yasir Ali,1,0,,,,,,"",""
ball,1,8.1,Denmark,ND Laegsgaard,T Bharaj,Zulqarnain Haider,0,0,,,,,,"",""
ball,1,8.2,Denmark,ND Laegsgaard,T Bharaj,Zulqarnain Haider,0,0,,,,,,"",""
ball,1,8.3,Denmark,ND Laegsgaard,T Bharaj,Zulqarnain Haider,6,0,,,,,,"",""
ball,1,8.4,Denmark,ND Laegsgaard,T Bharaj,Zulqarnain Haider,4,0,,,,,,"",""
ball,1,8.5,Denmark,ND Laegsgaard,T Bharaj,Zulqarnain Haider,0,0,,,,,,"",""
ball,1,8.6,Denmark,ND Laegsgaard,T Bharaj,Zulqarnain Haider,4,0,,,,,,"",""
ball,1,9.1,Denmark,T Bharaj,ND Laegsgaard,Mohammad Kamran,0,0,,,,,,"",""
ball,1,9.2,Denmark,T Bharaj,ND Laegsgaard,Mohammad Kamran,1,0,,,,,,"",""
ball,1,9.3,Denmark,ND Laegsgaard,T Bharaj,Mohammad Kamran,1,0,,,,,,"",""
ball,1,9.4,Denmark,T Bharaj,ND Laegsgaard,Mohammad Kamran,1,0,,,,,,"",""
ball,1,9.5,Denmark,ND Laegsgaard,T Bharaj,Mohammad Kamran,0,0,,,,,,"",""
