version,1.7.0
info,balls_per_over,6
info,team,India
info,team,West Indies
info,gender,female
info,season,2024/25
info,date,2024/12/17
info,event,West Indies Women tour of India
info,match_number,2
info,venue,"Dr DY Patil Sports Academy, Navi Mumbai"
info,city,Navi Mumbai
info,toss_winner,West Indies
info,toss_decision,field
info,player_of_match,HK Matthews
info,umpire,KM Gandhi
info,umpire,M Krishnadas
info,reserve_umpire,AS Guha
info,tv_umpire,Eloise Sheridan
info,match_referee,V Narayan Kutty
info,winner,West Indies
info,winner_wickets,9
info,player,India,S Mandhana
info,player,India,U Chetry
info,player,India,JI Rodrigues
info,player,India,Raghvi Bist
info,player,India,DB Sharma
info,player,India,RM Ghosh
info,player,India,S Sajana
info,player,India,RP Yadav
info,player,India,SZ Thakor
info,player,India,TR Sadhu
info,player,India,Renuka Singh
info,player,West Indies,HK Matthews
info,player,West Indies,Q Joseph
info,player,West Indies,SA Campbelle
info,player,West Indies,DJS Dottin
info,player,West Indies,CA Henry
info,player,West Indies,NK Crafton
info,player,West Indies,S Gajnabi
info,player,West Indies,Z James
info,player,West Indies,ASS Fletcher
info,player,West Indies,K Ramharack
info,player,West Indies,A Munisar
info,registry,people,A Munisar,a811cb83
info,registry,people,AS Guha,c21b184d
info,registry,people,ASS Fletcher,42d9dd09
info,registry,people,CA Henry,75820733
info,registry,people,DB Sharma,201fef33
info,registry,people,DJS Dottin,53bee17f
info,registry,people,Eloise Sheridan,d8d43840
info,registry,people,HK Matthews,d32cf49a
info,registry,people,JI Rodrigues,cb08b611
info,registry,people,K Ramharack,321c980e
info,registry,people,KM Gandhi,a9421c64
info,registry,people,M Krishnadas,e298c588
info,registry,people,NK Crafton,6fa7dcd8
info,registry,people,Q Joseph,d6164dc0
info,registry,people,RM Ghosh,721e0199
info,registry,people,RP Yadav,6c3aef71
info,registry,people,Raghvi Bist,19826516
info,registry,people,Renuka Singh,7298db76
info,registry,people,S Gajnabi,c35739a1
info,registry,people,S Mandhana,5d2eda89
info,registry,people,S Sajana,a4dcac97
info,registry,people,SA Campbelle,a7cd72b2
info,registry,people,SZ Thakor,7d794fa6
info,registry,people,TR Sadhu,25ca0573
info,registry,people,U Chetry,8f8f94fd
info,registry,people,V Narayan Kutty,4bacee3d
info,registry,people,Z James,816af623
ball,1,0.1,India,S Mandhana,U Chetry,CA Henry,1,0,,,,,,"",""
ball,1,0.2,India,U Chetry,S Mandhana,CA Henry,2,0,,,,,,"",""
ball,1,0.3,India,U Chetry,S Mandhana,CA Henry,1,0,,,,,,"",""
ball,1,0.4,India,S Mandhana,U Chetry,CA Henry,0,0,,,,,,"",""
ball,1,0.5,India,S Mandhana,U Chetry,CA Henry,1,0,,,,,,"",""
ball,1,0.6,India,U Chetry,S Mandhana,CA Henry,1,0,,,,,,"",""
ball,1,1.1,India,U Chetry,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,1.2,India,U Chetry,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,1.3,India,U Chetry,S Mandhana,DJS Dottin,0,0,,,,,,bowled,U Chetry
ball,1,1.4,India,JI Rodrigues,S Mandhana,DJS Dottin,4,0,,,,,,"",""
ball,1,1.5,India,JI Rodrigues,S Mandhana,DJS Dottin,1,0,,,,,,"",""
ball,1,1.6,India,S Mandhana,JI Rodrigues,DJS Dottin,1,0,,,,,,"",""
ball,1,2.1,India,S Mandhana,JI Rodrigues,CA Henry,1,0,,,,,,"",""
ball,1,2.2,India,JI Rodrigues,S Mandhana,CA Henry,1,0,,,,,,"",""
ball,1,2.3,India,S Mandhana,JI Rodrigues,CA Henry,0,0,,,,,,"",""
ball,1,2.4,India,S Mandhana,JI Rodrigues,CA Henry,1,0,,,,,,"",""
ball,1,2.5,India,JI Rodrigues,S Mandhana,CA Henry,1,0,,,,,,"",""
ball,1,2.6,India,S Mandhana,JI Rodrigues,CA Henry,0,0,,,,,,"",""
ball,1,3.1,India,JI Rodrigues,S Mandhana,DJS Dottin,0,1,1,,,,,"",""
ball,1,3.2,India,JI Rodrigues,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,3.3,India,JI Rodrigues,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,3.4,India,JI Rodrigues,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,3.5,India,JI Rodrigues,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,3.6,India,JI Rodrigues,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,3.7,India,JI Rodrigues,S Mandhana,DJS Dottin,0,0,,,,,,"",""
ball,1,4.1,India,S Mandhana,JI Rodrigues,CA Henry,0,1,1,,,,,"",""
ball,1,4.2,India,S Mandhana,JI Rodrigues,CA Henry,4,0,,,,,,"",""
ball,1,4.3,India,S Mandhana,JI Rodrigues,CA Henry,1,0,,,,,,"",""
