version,1.7.0
info,balls_per_over,6
info,team,West Indies
info,team,England
info,gender,male
info,season,2024/25
info,date,2024/11/09
info,event,England tour of West Indies
info,match_number,1
info,venue,"Kensington Oval, Bridgetown, Barbados"
info,city,Bridgetown
info,toss_winner,England
info,toss_decision,field
info,player_of_match,PD Salt
info,umpire,LS Reifer
info,umpire,Zahid Bassarath
info,reserve_umpire,DK Butler
info,tv_umpire,GO Brathwaite
info,match_referee,RB Richardson
info,winner,England
info,winner_wickets,8
info,player,West Indies,BA King
info,player,West Indies,E Lewis
info,player,West Indies,N Pooran
info,player,West Indies,SO Hetmyer
info,player,West Indies,R Powell
info,player,West Indies,SE Rutherford
info,player,West Indies,AD Russell
info,player,West Indies,R Shepherd
info,player,West Indies,AJ Hosein
info,player,West Indies,G Motie
info,player,West Indies,S Joseph
info,player,England,PD Salt
info,player,England,WG Jacks
info,player,England,JC Buttler
info,player,England,JG Bethell
info,player,England,LS Livingstone
info,player,England,SM Curran
info,player,England,DR Mousley
info,player,England,J Overton
info,player,England,AU Rashid
info,player,England,S Mahmood
info,player,England,RJW Topley
info,registry,people,AD Russell,bbd41817
info,registry,people,AJ Hosein,4d7f517e
info,registry,people,AU Rashid,249d60c9
info,registry,people,BA King,7fca84b7
info,registry,people,DK Butler,671398e3
info,registry,people,DR Mousley,876dbe2d
info,registry,people,E Lewis,0ebfb1ad
info,registry,people,G Motie,97bdec3d
info,registry,people,GO Brathwaite,1ace56d4
info,registry,people,J Overton,59559bc2
info,registry,people,JC Buttler,99b75528
info,registry,people,JG Bethell,3c55c703
info,registry,people,LS Livingstone,50c6bc2b
info,registry,people,LS Reifer,5dee559a
info,registry,people,N Pooran,3241e3fd
info,registry,people,PD Salt,3d284ca3
info,registry,people,R Powell,650d5e49
info,registry,people,R Shepherd,c5aef772
info,registry,people,RB Richardson,410e2f12
info,registry,people,RJW Topley,8db7f47f
info,registry,people,S Joseph,97290faf
info,registry,people,S Mahmood,0f6db197
info,registry,people,SE Rutherford,d014d5ac
info,registry,people,SM Curran,e94915e6
info,registry,people,SO Hetmyer,48a1d7b7
info,registry,people,WG Jacks,9caf69a1
info,registry,people,Zahid Bassarath,ca6bf044
ball,1,0.1,West Indies,BA King,E Lewis,RJW Topley,0,0,,,,,,"",""
ball,1,0.2,West Indies,BA King,E Lewis,RJW Topley,1,0,,,,,,"",""
ball,1,0.3,West Indies,E Lewis,BA King,RJW Topley,1,0,,,,,,"",""
ball,1,0.4,West Indies,BA King,E Lewis,RJW Topley,1,0,,,,,,"",""
ball,1,0.5,West Indies,E Lewis,BA King,RJW Topley,0,0,,,,,,"",""
ball,1,0.6,West Indies,E Lewis,BA King,RJW Topley,1,0,,,,,,"",""
ball,1,1.1,West Indies,E Lewis,BA King,S Mahmood,4,0,,,,,,"",""
ball,1,1.2,West Indies,E Lewis,BA King,S Mahmood,1,0,,,,,,"",""
ball,1,1.3,West Indies,BA King,E Lewis,S Mahmood,1,0,,,,,,"",""
ball,1,1.4,West Indies,E Lewis,BA King,S Mahmood,1,0,,,,,,"",""
ball,1,1.5,West Indies,BA King,E Lewis,S Mahmood,0,0,,,,,,caught,BA King
ball,1,1.6,West Indies,N Pooran,E Lewis,S Mahmood,0,0,,,,,,"",""
ball,1,2.1,West Indies,E Lewis,N Pooran,RJW Topley,1,0,,,,,,"",""
ball,1,2.2,West Indies,N Pooran,E Lewis,RJW Topley,0,0,,,,,,"",""
ball,1,2.3,West Indies,N Pooran,E Lewis,RJW Topley,0,0,,,,,,"",""
ball,1,2.4,West Indies,N Pooran,E Lewis,RJW Topley,1,0,,,,,,"",""
ball,1,2.5,West Indies,E Lewis,N Pooran,RJW Topley,0,0,,,,,,"",""
ball,1,2.6,West Indies,E Lewis,N Pooran,RJW Topley,4,0,,,,,,"",""
ball,1,3.1,West Indies,N Pooran,E Lewis,S Mahmood,0,1,,,,1,,"",""
ball,1,3.2,West Indies,E Lewis,N Pooran,S Mahmood,0,0,,,,,,caught,E Lewis
ball,1,3.3,West Indies,SO Hetmyer,N Pooran,S Mahmood,0,0,,,,,,caught,SO Hetmyer
ball,1,3.4,West Indies,R Powell,N Pooran,S Mahmood,0,0,,,,,,"",""
ball,1,3.5,West Indies,R Powell,N Pooran,S Mahmood,1,0,,,,,,"",""
ball,1,3.6,West Indies,N Pooran,R Powell,S Mahmood,4,0,,,,,,"",""
