version,1.7.0
info,balls_per_over,6
info,team,India
info,team,Bangladesh
info,gender,male
info,season,2024/25
info,date,2024/10/12
info,event,Bangladesh tour of India
info,match_number,3
info,venue,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
info,city,Hyderabad
info,toss_winner,India
info,toss_decision,bat
info,player_of_match,SV Samson
info,umpire,KN Ananthapadmanabhan
info,umpire,R Pandit
info,reserve_umpire,VK Sharma
info,tv_umpire,J Madanagopal
info,match_referee,JJ Crowe
info,winner,India
info,winner_runs,133
info,player,India,SV Samson
info,player,India,Abhishek Sharma
info,player,India,SA Yadav
info,player,India,R Parag
info,player,India,HH Pandya
info,player,India,RK Singh
info,player,India,Nithish Kumar Reddy
info,player,India,Washington Sundar
info,player,India,CV Varun
info,player,India,MP Yadav
info,player,India,Ravi Bishnoi
info,player,Bangladesh,Parvez Hossain Emon
info,player,Bangladesh,Tanzid Hasan
info,player,Bangladesh,Nazmul Hossain Shanto
info,player,Bangladesh,Liton Das
info,player,Bangladesh,Towhid Hridoy
info,player,Bangladesh,Mahmudullah
info,player,Bangladesh,Mahedi Hasan
info,player,Bangladesh,Rishad Hossain
info,player,Bangladesh,Tanzim Hasan Sakib
info,player,Bangladesh,Taskin Ahmed
info,player,Bangladesh,Mustafizur Rahman
info,registry,people,Abhishek Sharma,f29185a1
info,registry,people,CV Varun,5b7ab5a9
info,registry,people,HH Pandya,dbe50b21
info,registry,people,J Madanagopal,8275b04a
info,registry,people,JJ Crowe,2e760301
info,registry,people,KN Ananthapadmanabhan,3144063a
info,registry,people,Liton Das,0404d43c
info,registry,people,MP Yadav,b1ad996b
info,registry,people,Mahedi Hasan,9dad0f2e
info,registry,people,Mahmudullah,bf1d7d3e
info,registry,people,Mustafizur Rahman,0a8fce53
info,registry,people,Nazmul Hossain Shanto,1274d7ab
info,registry,people,Nithish Kumar Reddy,aad0c365
info,registry,people,Parvez Hossain Emon,489aaf0a
info,registry,people,R Pandit,8a604384
info,registry,people,R Parag,04a418e8
info,registry,people,RK Singh,0a509d6b
info,registry,people,Ravi Bishnoi,df064e1a
info,registry,people,Rishad Hossain,5935d694
info,registry,people,SA Yadav,271f83cd
info,registry,people,SV Samson,a4cc73aa
info,registry,people,Tanzid Hasan,80fe764d
info,registry,people,Tanzim Hasan Sakib,0b0cc297
info,registry,people,Taskin Ahmed,ef18b66e
info,registry,people,Tilak Varma,b0482a1d
info,registry,people,Towhid Hridoy,9e52a414
info,registry,people,VK Sharma,a7a49df4
info,registry,people,Washington Sundar,f19ccfad
ball,1,0.1,India,SV Samson,Abhishek Sharma,Mahedi Hasan,0,0,,,,,,"",""
ball,1,0.2,India,SV Samson,Abhishek Sharma,Mahedi Hasan,2,0,,,,,,"",""
ball,1,0.3,India,SV Samson,Abhishek Sharma,Mahedi Hasan,1,0,,,,,,"",""
ball,1,0.4,India,Abhishek Sharma,SV Samson,Mahedi Hasan,0,0,,,,,,"",""
ball,1,0.5,India,Abhishek Sharma,SV Samson,Mahedi Hasan,4,0,,,,,,"",""
ball,1,0.6,India,Abhishek Sharma,SV Samson,Mahedi Hasan,0,0,,,,,,"",""
ball,1,1.1,India,SV Samson,Abhishek Sharma,Taskin Ahmed,0,0,,,,,,"",""
ball,1,1.2,India,SV Samson,Abhishek Sharma,Taskin Ahmed,0,0,,,,,,"",""
ball,1,1.3,India,SV Samson,Abhishek Sharma,Taskin Ahmed,4,0,,,,,,"",""
ball,1,1.4,India,SV Samson,Abhishek Sharma,Taskin Ahmed,4,0,,,,,,"",""
ball,1,1.5,India,SV Samson,Abhishek Sharma,Taskin Ahmed,4,0,,,,,,"",""
ball,1,1.6,India,SV Samson,Abhishek Sharma,Taskin Ahmed,4,0,,,,,,"",""
ball,1,2.1,India,Abhishek Sharma,SV Samson,Tanzim Hasan Sakib,0,0,,,,,,caught,Abhishek Sharma
ball,1,2.2,India,SA Yadav,SV Samson,Tanzim Hasan Sakib,0,1,,,,1,,"",""
ball,1,2.3,India,SV Samson,SA Yadav,Tanzim Hasan Sakib,1,0,,,,,,"",""
ball,1,2.4,India,SA Yadav,SV Samson,Tanzim Hasan Sakib,6,0,,,,,,"",""
ball,1,2.5,India,SA Yadav,SV Samson,Tanzim Hasan Sakib,0,0,,,,,,"",""
ball,1,2.6,India,SA Yadav,SV Samson,Tanzim Hasan Sakib,4,0,,,,,,"",""
ball,1,3.1,India,SV Samson,SA Yadav,Mustafizur Rahman,0,0,,,,,,"",""
ball,1,3.2,India,SV Samson,SA Yadav,Mustafizur Rahman,0,0,,,,,,"",""
ball,1,3.3,India,SV Samson,SA Yadav,Mustafizur Rahman,4,0,,,,,,"",""
ball,1,3.4,India,SV Samson,SA Yadav,Mustafizur Rahman,6,0,,,,,,"",""
ball,1,3.5,India,SV Samson,SA Yadav,Mustafizur Rahman,1,0,,,,,,"",""
ball,1,3.6,India,SA Yadav,SV Samson,Mustafizur Rahman,1,0,,,,,,"",""
ball,1,4.1,India,SA Yadav,SV Samson,Taskin Ahmed,0,0,,,,,,"",""
