version,1.7.0
info,balls_per_over,6
info,team,Ireland
info,team,England
info,gender,female
info,season,2022/23
info,date,2023/02/13
info,event,ICC Women's T20 World Cup
info,match_number,6
info,venue,"Boland Park, Paarl"
info,city,Paarl
info,toss_winner,Ireland
info,toss_decision,bat
info,player_of_match,A Capsey
info,umpire,CA Polosak
info,umpire,N Perera
info,reserve_umpire,VG Rathi
info,tv_umpire,N Janani
info,match_referee,SA Fritz
info,winner,England
info,winner_wickets,4
info,player,Ireland,A Hunter
info,player,Ireland,GH Lewis
info,player,Ireland,O Prendergast
info,player,Ireland,L Delany
info,player,Ireland,EAJ Richardson
info,player,Ireland,L Little
info,player,Ireland,MV Waldron
info,player,Ireland,L Paul
info,player,Ireland,AN Kelly
info,player,Ireland,C Murray
info,player,Ireland,J Maguire
info,player,England,SIR Dunkley
info,player,England,DN Wyatt
info,player,England,A Capsey
info,player,England,NR Sciver-Brunt
info,player,England,HC Knight
info,player,England,AE Jones
info,player,England,KH Sciver-Brunt
info,player,England,S Ecclestone
info,player,England,CE Dean
info,player,England,S Glenn
info,player,England,LK Bell
info,registry,people,A Capsey,910dd54e
info,registry,people,A Hunter,e8fa03ed
info,registry,people,AE Jones,b05e45e4
info,registry,people,AN Kelly,397369e0
info,registry,people,C Murray,5a50471c
info,registry,people,CA Polosak,26a360d2
info,registry,people,CE Dean,c6625a26
info,registry,people,DN Wyatt,a139c379
info,registry,people,EAJ Richardson,50ee0500
info,registry,people,GH Lewis,1b9d1579
info,registry,people,HC Knight,4ba0289e
info,registry,people,J Maguire,1b1c23bb
info,registry,people,KH Sciver-Brunt,6a434bd3
info,registry,people,L Delany,b4f73b44
info,registry,people,L Little,4f86926b
info,registry,people,L Paul,07248d8e
info,registry,people,LK Bell,38b4583c
info,registry,people,MV Waldron,2e4f11e9
info,registry,people,N Janani,d06a665d
info,registry,people,N Perera,129709f9
info,registry,people,NR Sciver-Brunt,f3a18a0c
info,registry,people,O Prendergast,d8f20ba5
info,registry,people,S Ecclestone,cdb82f1c
info,registry,people,S Glenn,b34e0c77
info,registry,people,SA Fritz,d15e60c8
info,registry,people,SIR Dunkley,3a9e9cb2
info,registry,people,VG Rathi,144e5b16
ball,1,0.1,Ireland,A Hunter,GH Lewis,LK Bell,1,0,,,,,,"",""
ball,1,0.2,Ireland,GH Lewis,A Hunter,LK Bell,4,0,,,,,,"",""
ball,1,0.3,Ireland,GH Lewis,A Hunter,LK Bell,0,0,,,,,,"",""
ball,1,0.4,Ireland,GH Lewis,A Hunter,LK Bell,0,0,,,,,,"",""
ball,1,0.5,Ireland,GH Lewis,A Hunter,LK Bell,0,0,,,,,,"",""
ball,1,0.6,Ireland,GH Lewis,A Hunter,LK Bell,4,0,,,,,,"",""
ball,1,1.1,Ireland,A Hunter,GH Lewis,KH Sciver-Brunt,4,0,,,,,,"",""
ball,1,1.2,Ireland,A Hunter,GH Lewis,KH Sciver-Brunt,0,0,,,,,,"",""
ball,1,1.3,Ireland,A Hunter,GH Lewis,KH Sciver-Brunt,4,0,,,,,,"",""
ball,1,1.4,Ireland,A Hunter,GH Lewis,KH Sciver-Brunt,1,0,,,,,,"",""
ball,1,1.5,Ireland,GH Lewis,A Hunter,KH Sciver-Brunt,0,0,,,,,,"",""
ball,1,1.6,Ireland,GH Lewis,A Hunter,KH Sciver-Brunt,0,0,,,,,,"",""
ball,1,2.1,Ireland,A Hunter,GH Lewis,S Ecclestone,1,0,,,,,,"",""
ball,1,2.2,Ireland,GH Lewis,A Hunter,S Ecclestone,0,0,,,,,,"",""
ball,1,2.3,Ireland,GH Lewis,A Hunter,S Ecclestone,0,0,,,,,,"",""
ball,1,2.4,Ireland,GH Lewis,A Hunter,S Ecclestone,1,0,,,,,,"",""
ball,1,2.5,Ireland,A Hunter,GH Lewis,S Ecclestone,1,0,,,,,,"",""
ball,1,2.6,Ireland,GH Lewis,A Hunter,S Ecclestone,0,0,,,,,,"",""
ball,1,3.1,Ireland,A Hunter,GH Lewis,CE Dean,0,1,,,,1,,"",""
ball,1,3.2,Ireland,GH Lewis,A Hunter,CE Dean,4,0,,,,,,"",""
ball,1,3.3,Ireland,GH Lewis,A Hunter,CE Dean,0,0,,,,,,"",""
ball,1,3.4,Ireland,GH Lewis,A Hunter,CE Dean,0,0,,,,,,"",""
ball,1,3.5,Ireland,GH Lewis,A Hunter,CE Dean,1,0,,,,,,"",""
