version,1.7.0
info,balls_per_over,6
info,team,United Arab Emirates
info,team,Bahrain
info,gender,male
info,season,2024
info,date,2024/04/13
info,event,ACC Men's Premier Cup
info,match_number,6
info,venue,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
info,city,Al Amarat
info,toss_winner,Bahrain
info,toss_decision,field
info,player_of_match,Aayan Afzal Khan
info,umpire,RMPJ Rambukwella
info,umpire,VK Jha
info,reserve_umpire,N D'Souza
info,tv_umpire,Tariq Rasheed
info,match_referee,Selim Shahid
info,winner,United Arab Emirates
info,winner_runs,37
info,player,United Arab Emirates,A Sharafu
info,player,United Arab Emirates,Waseem Muhammad
info,player,United Arab Emirates,Asif Khan
info,player,United Arab Emirates,Syed Haider
info,player,United Arab Emirates,Basil Hameed
info,player,United Arab Emirates,Ali Naseer
info,player,United Arab Emirates,V Sukumaran
info,player,United Arab Emirates,Aayan Afzal Khan
info,player,United Arab Emirates,Muhammad Farooq
info,player,United Arab Emirates,Junaid Siddique
info,player,United Arab Emirates,Akif Raja
info,player,Bahrain,Umer Imtiaz
info,player,Bahrain,Imran Ali Butt
info,player,Bahrain,Sarfaraz Ali
info,player,Bahrain,Imran Anwar
info,player,Bahrain,Haider Butt
info,player,Bahrain,Ahmer Bin Nisar
info,player,Bahrain,S Veerapathiran
info,player,Bahrain,Junaid Aziz
info,player,Bahrain,Rizwan Butt
info,player,Bahrain,Ali Dawood
info,player,Bahrain,Abdul Majid Abbasi
info,registry,people,A Sharafu,06cad4f0
info,registry,people,Aayan Afzal Khan,d2d15439
info,registry,people,Abdul Majid Abbasi,0cfb42b5
info,registry,people,Ahmer Bin Nisar,afbc53ba
info,registry,people,Akif Raja,9d0344f3
info,registry,people,Ali Dawood,596982e6
info,registry,people,Ali Naseer,f5715b48
info,registry,people,Asif Khan,074acfb4
info,registry,people,Basil Hameed,adbf0400
info,registry,people,Haider Butt,14fd10b5
info,registry,people,Imran Ali Butt,5d60560f
info,registry,people,Imran Anwar,a9a18e3e
info,registry,people,Junaid Aziz,c39ee9e0
info,registry,people,Junaid Siddique,84dc72db
info,registry,people,Muhammad Farooq,8f3c6b8a
info,registry,people,N D'Souza,4b7f60af
info,registry,people,RMPJ Rambukwella,13fa6ffc
info,registry,people,Rizwan Butt,e741ed8f
info,registry,people,S Veerapathiran,1e569fb0
info,registry,people,Sarfaraz Ali,db95ddeb
info,registry,people,Selim Shahid,b478bce3
info,registry,people,Syed Haider,ab23a6a1
info,registry,people,Tariq Rasheed,1008518c
info,registry,people,Umer Imtiaz,7b729851
info,registry,people,V Sukumaran,5eb51b97
info,registry,people,VK Jha,5d46eb72
info,registry,people,Waseem Muhammad,6f02fe2a
ball,1,0.1,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,0,0,,,,,,"",""
ball,1,0.2,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,0,0,,,,,,"",""
ball,1,0.3,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,0,0,,,,,,"",""
ball,1,0.4,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,0,0,,,,,,"",""
ball,1,0.5,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,4,0,,,,,,"",""
ball,1,0.6,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,0,0,,,,,,"",""
ball,1,1.1,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,0,0,,,,,,"",""
ball,1,1.2,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,6,0,,,,,,"",""
ball,1,1.3,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,0,0,,,,,,"",""
ball,1,1.4,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,0,0,,,,,,"",""
ball,1,1.5,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,2,0,,,,,,"",""
ball,1,1.6,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,4,0,,,,,,"",""
ball,1,2.1,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,4,0,,,,,,"",""
ball,1,2.2,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,6,0,,,,,,"",""
ball,1,2.3,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,1,0,,,,,,"",""
ball,1,2.4,United Arab Emirates,Waseem Muhammad,A Sharafu,Rizwan Butt,0,1,1,,,,,"",""
ball,1,2.5,United Arab Emirates,Waseem Muhammad,A Sharafu,Rizwan Butt,0,0,,,,,,"",""
ball,1,2.6,United Arab Emirates,Waseem Muhammad,A Sharafu,Rizwan Butt,1,0,,,,,,"",""
ball,1,2.7,United Arab Emirates,A Sharafu,Waseem Muhammad,Rizwan Butt,4,0,,,,,,"",""
ball,1,3.1,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,4,0,,,,,,"",""
ball,1,3.2,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,1,0,,,,,,"",""
ball,1,3.3,United Arab Emirates,A Sharafu,Waseem Muhammad,Ali Dawood,1,0,,,,,,"",""
ball,1,3.4,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,0,1,1,,,,,"",""
ball,1,3.5,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,0,0,,,,,,"",""
ball,1,3.6,United Arab Emirates,Waseem Muhammad,A Sharafu,Ali Dawood,1,0,,,,,,"",""
