version,1.7.0
info,balls_per_over,6
info,team,Pakistan
info,team,West Indies
info,gender,female
info,season,2024
info,date,2024/04/28
info,event,West Indies Women tour of Pakistan
info,match_number,2
info,venue,"National Stadium, Karachi"
info,city,Karachi
info,toss_winner,Pakistan
info,toss_decision,bat
info,player_of_match,HK Matthews
info,umpire,CA Polosak
info,umpire,Tariq Rasheed
info,reserve_umpire,Saleema Imtiaz
info,tv_umpire,Imran Javed
info,match_referee,Muhammad Javed
info,winner,West Indies
info,winner_wickets,7
info,player,Pakistan,Gull Feroza
info,player,Pakistan,Sidra Ameen
info,player,Pakistan,Muneeba Ali
info,player,Pakistan,Nida Dar
info,player,Pakistan,Aliya Riaz
info,player,Pakistan,Ayesha Zafar
info,player,Pakistan,Diana Baig
info,player,Pakistan,Najiha Alvi
info,player,Pakistan,Tuba Hassan
info,player,Pakistan,Nashra Sandhu
info,player,Pakistan,Sadia Iqbal
info,player,West Indies,Q Joseph
info,player,West Indies,HK Matthews
info,player,West Indies,SA Campbelle
info,player,West Indies,CN Nation
info,player,West Indies,CA Henry
info,player,West Indies,AA Alleyne
info,player,West Indies,ASS Fletcher
info,player,West Indies,J Glasgow
info,player,West Indies,CS Fraser
info,player,West Indies,SS Connell
info,player,West Indies,K Ramharack
info,registry,people,AA Alleyne,4b0e3049
info,registry,people,ASS Fletcher,42d9dd09
info,registry,people,Aliya Riaz,2904b4b6
info,registry,people,Ayesha Zafar,e15f4fa4
info,registry,people,CA Henry,75820733
info,registry,people,CA Polosak,26a360d2
info,registry,people,CN Nation,639000b6
info,registry,people,CS Fraser,fb9a8cc3
info,registry,people,Diana Baig,a51e6c6e
info,registry,people,Gull Feroza,9ff1e91e
info,registry,people,HK Matthews,d32cf49a
info,registry,people,Imran Javed,9a1405c8
info,registry,people,J Glasgow,a2632c7c
info,registry,people,K Ramharack,321c980e
info,registry,people,Muhammad Javed,bde2d0ea
info,registry,people,Muneeba Ali,86fdf668
info,registry,people,Najiha Alvi,faef39c1
info,registry,people,Nashra Sandhu,c981d3c2
info,registry,people,Nida Dar,ed840f44
info,registry,people,Q Joseph,d6164dc0
info,registry,people,SA Campbelle,a7cd72b2
info,registry,people,SS Connell,2f9a6bd1
info,registry,people,Sadia Iqbal,53bb50f0
info,registry,people,Saleema Imtiaz,d17d21d5
info,registry,people,Sidra Ameen,72c9ad99
info,registry,people,Tariq Rasheed,1008518c
info,registry,people,Tuba Hassan,0d56e9a5
ball,1,0.1,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,0.2,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,0.3,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,4,0,,,,,,"",""
ball,1,0.4,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,1,1,,,,,"",""
ball,1,0.5,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,0.6,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,0.7,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,1.1,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,4,0,,,,,,"",""
ball,1,1.2,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,0,0,,,,,,"",""
ball,1,1.3,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,0,0,,,,,,"",""
ball,1,1.4,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,4,0,,,,,,"",""
ball,1,1.5,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,0,0,,,,,,"",""
ball,1,1.6,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,0,0,,,,,,"",""
ball,1,2.1,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,4,0,,,,,,"",""
ball,1,2.2,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,1,1,,,,,"",""
ball,1,2.3,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,2.4,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,1,0,,,,,,"",""
ball,1,2.5,Pakistan,Sidra Ameen,Gull Feroza,CS Fraser,0,1,1,,,,,"",""
ball,1,2.6,Pakistan,Sidra Ameen,Gull Feroza,CS Fraser,1,0,,,,,,"",""
ball,1,2.7,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,2.8,Pakistan,Gull Feroza,Sidra Ameen,CS Fraser,0,0,,,,,,"",""
ball,1,3.1,Pakistan,Sidra Ameen,Gull Feroza,CA Henry,1,0,,,,,,"",""
ball,1,3.2,Pakistan,Gull Feroza,Sidra Ameen,CA Henry,1,0,,,,,,"",""
