version,1.7.0
info,balls_per_over,6
info,team,Botswana
info,team,Nigeria
info,gender,male
info,season,2024/25
info,date,2024/12/12
info,event,Africa Continental Cup
info,match_number,16
info,venue,"Gahanga International Cricket Stadium, Rwanda"
info,city,Kigali City
info,toss_winner,Botswana
info,toss_decision,bat
info,player_of_match,Sulaimon Runsewe
info,umpire,D Hagenimana
info,umpire,Gaston Niyibizi
info,reserve_umpire,Patric Makumbi
info,match_referee,ET Dube
info,winner,Nigeria
info,winner_wickets,10
info,player,Botswana,M Kasselman
info,player,Botswana,K Motlanka
info,player,Botswana,T Perera
info,player,Botswana,T Tshose
info,player,Botswana,M Mooketsi
info,player,Botswana,P Silas
info,player,Botswana,B Khumalo
info,player,Botswana,R Nehonde
info,player,Botswana,B Kgosiemang
info,player,Botswana,K Piet
info,player,Botswana,V Balakrishnan
info,player,Nigeria,Sulaimon Runsewe
info,player,Nigeria,I Danladi
info,player,Nigeria,IO Okpe
info,player,Nigeria,Selim Salau
info,player,Nigeria,O Olaleye
info,player,Nigeria,SA Okpe
info,player,Nigeria,R Abdulkareem
info,player,Nigeria,VD Adewoye
info,player,Nigeria,P Aho
info,player,Nigeria,Mohameed Taiwo
info,player,Nigeria,I Uboh
info,registry,people,B Kgosiemang,059ec7a5
info,registry,people,B Khumalo,33ab1f1c
info,registry,people,D Hagenimana,de167462
info,registry,people,ET Dube,4c0891bc
info,registry,people,Gaston Niyibizi,eb99c84c
info,registry,people,I Danladi,c156cc1f
info,registry,people,I Uboh,baf3cf01
info,registry,people,IO Okpe,1c5c3dce
info,registry,people,K Motlanka,21549344
info,registry,people,K Piet,39fd9295
info,registry,people,M Kasselman,c6889eb6
info,registry,people,M Mooketsi,008a024c
info,registry,people,Mohameed Taiwo,a9d788e3
info,registry,people,O Olaleye,811785d2
info,registry,people,P Aho,2e392afa
info,registry,people,P Silas,9f2e1944
info,registry,people,Patric Makumbi,e4c69c16
info,registry,people,R Abdulkareem,b9e07e44
info,registry,people,R Nehonde,4393e047
info,registry,people,SA Okpe,681f522f
info,registry,people,Selim Salau,d18d3a0f
info,registry,people,Sulaimon Runsewe,c25d26dc
info,registry,people,T Perera,456397e5
info,registry,people,T Tshose,18ae55e4
info,registry,people,V Balakrishnan,0c1da0c4
info,registry,people,VD Adewoye,45a34a2d
ball,1,0.1,Botswana,M Kasselman,K Motlanka,Mohameed Taiwo,0,0,,,,,,"",""
ball,1,0.2,Botswana,M Kasselman,K Motlanka,Mohameed Taiwo,6,0,,,,,,"",""
ball,1,0.3,Botswana,M Kasselman,K Motlanka,Mohameed Taiwo,0,0,,,,,,"",""
ball,1,0.4,Botswana,M Kasselman,K Motlanka,Mohameed Taiwo,0,0,,,,,,"",""
ball,1,0.5,Botswana,M Kasselman,K Motlanka,Mohameed Taiwo,0,0,,,,,,"",""
ball,1,0.6,Botswana,M Kasselman,K Motlanka,Mohameed Taiwo,0,0,,,,,,"",""
ball,1,1.1,Botswana,K Motlanka,M Kasselman,P Aho,2,0,,,,,,"",""
ball,1,1.2,Botswana,K Motlanka,M Kasselman,P Aho,4,0,,,,,,"",""
ball,1,1.3,Botswana,K Motlanka,M Kasselman,P Aho,0,1,,,,1,,"",""
ball,1,1.4,Botswana,M Kasselman,K Motlanka,P Aho,0,0,,,,,,"",""
ball,1,1.5,Botswana,M Kasselman,K Motlanka,P Aho,0,1,1,,,,,"",""
ball,1,1.6,Botswana,M Kasselman,K Motlanka,P Aho,3,0,,,,,,"",""
ball,1,1.7,Botswana,K Motlanka,M Kasselman,P Aho,2,0,,,,,,"",""
ball,1,2.1,Botswana,M Kasselman,K Motlanka,SA Okpe,0,1,1,,,,,"",""
ball,1,2.2,Botswana,M Kasselman,K Motlanka,SA Okpe,2,0,,,,,,"",""
ball,1,2.3,Botswana,M Kasselman,K Motlanka,SA Okpe,0,0,,,,,,"",""
ball,1,2.4,Botswana,M Kasselman,K Motlanka,SA Okpe,3,0,,,,,,"",""
ball,1,2.5,Botswana,K Motlanka,M Kasselman,SA Okpe,4,0,,,,,,"",""
ball,1,2.6,Botswana,K Motlanka,M Kasselman,SA Okpe,1,0,,,,,,"",""
ball,1,2.7,Botswana,M Kasselman,K Motlanka,SA Okpe,0,1,,,1,,,"",""
ball,1,3.1,Botswana,M Kasselman,K Motlanka,P Aho,2,0,,,,,,"",""
ball,1,3.2,Botswana,M Kasselman,K Motlanka,P Aho,4,0,,,,,,"",""
ball,1,3.3,Botswana,M Kasselman,K Motlanka,P Aho,0,0,,,,,,caught,M Kasselman
ball,1,3.4,Botswana,T Perera,K Motlanka,P Aho,2,0,,,,,,"",""
