version,1.7.0
info,balls_per_over,6
info,team,Bangladesh
info,team,Australia
info,gender,female
info,season,2022/23
info,date,2023/02/14
info,event,ICC Women's T20 World Cup
info,match_number,8
info,venue,"St George's Park, Gqeberha"
info,city,Gqeberha
info,toss_winner,Bangladesh
info,toss_decision,bat
info,player_of_match,G Wareham
info,umpire,JM Williams
info,umpire,Kim Cotton
info,reserve_umpire,AY Harris
info,tv_umpire,S Redfern
info,match_referee,GS Lakshmi
info,winner,Australia
info,winner_wickets,8
info,player,Bangladesh,Shamima Sultana
info,player,Bangladesh,Murshida Khatun
info,player,Bangladesh,S Mostary
info,player,Bangladesh,Nigar Sultana
info,player,Bangladesh,Shorna Akter
info,player,Bangladesh,Rumana Ahmed
info,player,Bangladesh,Ritu Moni
info,player,Bangladesh,Nahida Akter
info,player,Bangladesh,Marufa Akter
info,player,Bangladesh,Fahima Khatun
info,player,Bangladesh,Salma Khatun
info,player,Australia,AJ Healy
info,player,Australia,BL Mooney
info,player,Australia,MM Lanning
info,player,Australia,A Gardner
info,player,Australia,EA Perry
info,player,Australia,TM McGrath
info,player,Australia,GM Harris
info,player,Australia,G Wareham
info,player,Australia,A King
info,player,Australia,ML Schutt
info,player,Australia,D Brown
info,registry,people,A Gardner,bc969efb
info,registry,people,A King,83558266
info,registry,people,AJ Healy,321644de
info,registry,people,AY Harris,90d95b82
info,registry,people,BL Mooney,52d1dbc8
info,registry,people,D Brown,2e81be88
info,registry,people,EA Perry,be150fc8
info,registry,people,Fahima Khatun,558cdd64
info,registry,people,G Wareham,f0b4e47d
info,registry,people,GM Harris,72166006
info,registry,people,GS Lakshmi,ba8d5615
info,registry,people,JM Williams,b61d9d70
info,registry,people,Kim Cotton,67a7c2ee
info,registry,people,ML Schutt,17608a6f
info,registry,people,MM Lanning,27e003ce
info,registry,people,Marufa Akter,a50797a4
info,registry,people,Murshida Khatun,712bbd92
info,registry,people,Nahida Akter,66078174
info,registry,people,Nigar Sultana,3827f6a2
info,registry,people,Ritu Moni,ad3940a5
info,registry,people,Rumana Ahmed,a92763ea
info,registry,people,S Mostary,94de63bf
info,registry,people,S Redfern,5b038989
info,registry,people,Salma Khatun,037f2b86
info,registry,people,Shamima Sultana,724645f5
info,registry,people,Shorna Akter,89895ae1
info,registry,people,TM McGrath,ca5acfa4
ball,1,0.1,Bangladesh,Shamima Sultana,Murshida Khatun,ML Schutt,0,0,,,,,,"",""
ball,1,0.2,Bangladesh,Shamima Sultana,Murshida Khatun,ML Schutt,1,0,,,,,,"",""
ball,1,0.3,Bangladesh,Murshida Khatun,Shamima Sultana,ML Schutt,0,0,,,,,,"",""
ball,1,0.4,Bangladesh,Murshida Khatun,Shamima Sultana,ML Schutt,0,0,,,,,,"",""
ball,1,0.5,Bangladesh,Murshida Khatun,Shamima Sultana,ML Schutt,4,0,,,,,,"",""
ball,1,0.6,Bangladesh,Murshida Khatun,Shamima Sultana,ML Schutt,0,1,,,,1,,"",""
ball,1,1.1,Bangladesh,Murshida Khatun,Shamima Sultana,D Brown,1,0,,,,,,"",""
ball,1,1.2,Bangladesh,Shamima Sultana,Murshida Khatun,D Brown,0,0,,,,,,"",""
ball,1,1.3,Bangladesh,Shamima Sultana,Murshida Khatun,D Brown,0,0,,,,,,caught,Shamima Sultana
ball,1,1.4,Bangladesh,S Mostary,Murshida Khatun,D Brown,0,0,,,,,,"",""
ball,1,1.5,Bangladesh,S Mostary,Murshida Khatun,D Brown,1,0,,,,,,"",""
ball,1,1.6,Bangladesh,Murshida Khatun,S Mostary,D Brown,1,0,,,,,,"",""
ball,1,2.1,Bangladesh,Murshida Khatun,S Mostary,ML Schutt,1,0,,,,,,"",""
ball,1,2.2,Bangladesh,S Mostary,Murshida Khatun,ML Schutt,0,1,1,,,,,"",""
ball,1,2.3,Bangladesh,S Mostary,Murshida Khatun,ML Schutt,0,0,,,,,,"",""
ball,1,2.4,Bangladesh,S Mostary,Murshida Khatun,ML Schutt,0,0,,,,,,"",""
ball,1,2.5,Bangladesh,S Mostary,Murshida Khatun,ML Schutt,0,0,,,,,,"",""
ball,1,2.6,Bangladesh,S Mostary,Murshida Khatun,ML Schutt,0,0,,,,,,"",""
ball,1,2.7,Bangladesh,S Mostary,Murshida Khatun,ML Schutt,0,0,,,,,,"",""
ball,1,3.1,Bangladesh,Murshida Khatun,S Mostary,D Brown,0,0,,,,,,bowled,Murshida Khatun
ball,1,3.2,Bangladesh,Nigar Sultana,S Mostary,D Brown,0,0,,,,,,"",""
ball,1,3.3,Bangladesh,Nigar Sultana,S Mostary,D Brown,0,0,,,,,,"",""
