version,1.7.0
info,balls_per_over,6
info,team,New Zealand
info,team,Australia
info,gender,male
info,season,2023/24
info,date,2024/02/21
info,event,Australia tour of New Zealand
info,match_number,1
info,venue,"Sky Stadium, Wellington"
info,city,Wellington
info,toss_winner,New Zealand
info,toss_decision,bat
info,player_of_match,MR Marsh
info,umpire,SB Haig
info,umpire,WR Knights
info,reserve_umpire,Kim Cotton
info,tv_umpire,CM Brown
info,match_referee,RS Madugalle
info,winner,Australia
info,winner_wickets,6
info,player,New Zealand,FH Allen
info,player,New Zealand,DP Conway
info,player,New Zealand,R Ravindra
info,player,New Zealand,GD Phillips
info,player,New Zealand,MS Chapman
info,player,New Zealand,JA Clarkson
info,player,New Zealand,MJ Santner
info,player,New Zealand,AF Milne
info,player,New Zealand,IS Sodhi
info,player,New Zealand,TG Southee
info,player,New Zealand,LH Ferguson
info,player,Australia,TM Head
info,player,Australia,DA Warner
info,player,Australia,MR Marsh
info,player,Australia,GJ Maxwell
info,player,Australia,JP Inglis
info,player,Australia,TH David
info,player,Australia,MW Short
info,player,Australia,PJ Cummins
info,player,Australia,MA Starc
info,player,Australia,A Zampa
info,player,Australia,JR Hazlewood
info,registry,people,A Zampa,14f96089
info,registry,people,AF Milne,350bb1b1
info,registry,people,CM Brown,448f4f1c
info,registry,people,DA Warner,dcce6f09
info,registry,people,DP Conway,df5a6881
info,registry,people,FH Allen,bf74b130
info,registry,people,GD Phillips,9a46c4e5
info,registry,people,GJ Maxwell,b681e71e
info,registry,people,IS Sodhi,641ac5ff
info,registry,people,JA Clarkson,bed90114
info,registry,people,JP Inglis,989889ff
info,registry,people,JR Hazlewood,03806cf8
info,registry,people,Kim Cotton,67a7c2ee
info,registry,people,LH Ferguson,2f9d0389
info,registry,people,MA Starc,3fb19989
info,registry,people,MJ Santner,e4a0deae
info,registry,people,MR Marsh,3d8feaf8
info,registry,people,MS Chapman,7fa12533
info,registry,people,MW Short,a90e53ec
info,registry,people,PJ Cummins,ded9240e
info,registry,people,R Ravindra,ba5e1069
info,registry,people,RS Madugalle,766b5798
info,registry,people,SB Haig,811655b3
info,registry,people,TG Southee,13c35c9e
info,registry,people,TH David,f1f99156
info,registry,people,TM Head,12b610c2
info,registry,people,WR Knights,63cbf8d8
ball,1,0.1,New Zealand,FH Allen,DP Conway,MA Starc,0,0,,,,,,"",""
ball,1,0.2,New Zealand,FH Allen,DP Conway,MA Starc,0,1,1,,,,,"",""
ball,1,0.3,New Zealand,FH Allen,DP Conway,MA Starc,0,0,,,,,,"",""
ball,1,0.4,New Zealand,FH Allen,DP Conway,MA Starc,1,0,,,,,,"",""
ball,1,0.5,New Zealand,DP Conway,FH Allen,MA Starc,1,0,,,,,,"",""
ball,1,0.6,New Zealand,FH Allen,DP Conway,MA Starc,0,0,,,,,,"",""
ball,1,0.7,New Zealand,FH Allen,DP Conway,MA Starc,0,0,,,,,,"",""
ball,1,1.1,New Zealand,DP Conway,FH Allen,JR Hazlewood,0,0,,,,,,"",""
ball,1,1.2,New Zealand,DP Conway,FH Allen,JR Hazlewood,3,0,,,,,,"",""
ball,1,1.3,New Zealand,FH Allen,DP Conway,JR Hazlewood,6,0,,,,,,"",""
ball,1,1.4,New Zealand,FH Allen,DP Conway,JR Hazlewood,4,0,,,,,,"",""
ball,1,1.5,New Zealand,FH Allen,DP Conway,JR Hazlewood,0,0,,,,,,"",""
ball,1,1.6,New Zealand,FH Allen,DP Conway,JR Hazlewood,0,0,,,,,,"",""
ball,1,2.1,New Zealand,DP Conway,FH Allen,GJ Maxwell,1,0,,,,,,"",""
ball,1,2.2,New Zealand,FH Allen,DP Conway,GJ Maxwell,6,1,,1,,,,"",""
ball,1,2.3,New Zealand,FH Allen,DP Conway,GJ Maxwell,6,0,,,,,,"",""
ball,1,2.4,New Zealand,FH Allen,DP Conway,GJ Maxwell,1,0,,,,,,"",""
ball,1,2.5,New Zealand,DP Conway,FH Allen,GJ Maxwell,4,0,,,,,,"",""
ball,1,2.6,New Zealand,DP Conway,FH Allen,GJ Maxwell,0,0,,,,,,"",""
ball,1,2.7,New Zealand,DP Conway,FH Allen,GJ Maxwell,1,0,,,,,,"",""
ball,1,3.1,New Zealand,DP Conway,FH Allen,PJ Cummins,0,0,,,,,,"",""
ball,1,3.2,New Zealand,DP Conway,FH Allen,PJ Cummins,6,0,,,,,,"",""
ball,1,3.3,New Zealand,DP Conway,FH Allen,PJ Cummins,0,0,,,,,,"",""
ball,1,3.4,New Zealand,DP Conway,FH Allen,PJ Cummins,4,0,,,,,,"",""
ball,1,3.5,New Zealand,DP Conway,FH Allen,PJ Cummins,4,0,,,,,,"",""
ball,1,3.6,New Zealand,DP Conway,FH Allen,PJ Cummins,1,0,,,,,,"",""
ball,1,4.1,New Zealand,DP Conway,FH Allen,JR Hazlewood,0,0,,,,,,"",""
ball,1,4.2,New Zealand,DP Conway,FH Allen,JR Hazlewood,0,1,,,,1,,"",""
ball,1,4.3,New Zealand,FH Allen,DP Conway,JR Hazlewood,4,0,,,,,,"",""
ball,1,4.4,New Zealand,FH Allen,DP Conway,JR Hazlewood,1,0,,,,,,"",""
ball,1,4.5,New Zealand,DP Conway,FH Allen,JR Hazlewood,1,0,,,,,,"",""
ball,1,4.6,New Zealand,FH Allen,DP Conway,JR Hazlewood,1,0,,,,,,"",""
ball,1,5.1,New Zealand,FH Allen,DP Conway,MA Starc,2,0,,,,,,"",""
ball,1,5.2,New Zealand,FH Allen,DP Conway,MA Starc,0,0,,,,,,caught,FH Allen
