version,1.7.0
info,balls_per_over,6
info,team,Malaysia
info,team,Singapore
info,gender,male
info,season,2023/24
info,date,2023/11/02
info,event,ICC Men's T20 World Cup Asia Qualifier Final
info,match_number,11
info,venue,"Tribhuvan University International Cricket Ground, Kirtipur"
info,city,Kirtipur
info,toss_winner,Malaysia
info,toss_decision,bat
info,player_of_match,Muhammad Amir
info,umpire,Gazi Sohel
info,umpire,LE Hannibal
info,reserve_umpire,Rashid Riaz
info,match_referee,Ali Naqvi
info,winner,Malaysia
info,winner_runs,60
info,player,Malaysia,Syed Aziz
info,player,Malaysia,Zubaidi Zulkifle
info,player,Malaysia,S Muniandy
info,player,Malaysia,Ahmed Faiz
info,player,Malaysia,Virandeep Singh
info,player,Malaysia,Muhammad Amir
info,player,Malaysia,Ainool Hafizs
info,player,Malaysia,S Vijay Unni
info,player,Malaysia,Khizar Hayat
info,player,Malaysia,Pavandeep Singh
info,player,Malaysia,Rizwan Haider
info,player,Singapore,Aritra Dutta
info,player,Singapore,R Rohan
info,player,Singapore,AE Paraam
info,player,Singapore,TO Thilappan
info,player,Singapore,S Chandramohan
info,player,Singapore,Manpreet Singh
info,player,Singapore,Janak Prakash
info,player,Singapore,A Chaudhary
info,player,Singapore,H Bharadwaj
info,player,Singapore,AR Menon
info,player,Singapore,R Kalimuthu
info,registry,people,A Chaudhary,465fd722
info,registry,people,AE Paraam,b56f5b6f
info,registry,people,AR Menon,b94827f0
info,registry,people,Ahmed Faiz,f6b4f746
info,registry,people,Ainool Hafizs,1bada9da
info,registry,people,Ali Naqvi,3c89fc88
info,registry,people,Aritra Dutta,f3a5c378
info,registry,people,Gazi Sohel,f0df3ed7
info,registry,people,H Bharadwaj,2e89652e
info,registry,people,Janak Prakash,f092b4c7
info,registry,people,Khizar Hayat,78bbeba1
info,registry,people,LE Hannibal,3c04e91a
info,registry,people,Manpreet Singh,e9d6a2ce
info,registry,people,Muhammad Amir,60bec5c3
info,registry,people,Pavandeep Singh,78fcc740
info,registry,people,R Kalimuthu,5892ac75
info,registry,people,R Rohan,baf0fc26
info,registry,people,Rashid Riaz,fb82725e
info,registry,people,Rizwan Haider,dc60abdc
info,registry,people,S Chandramohan,2a6ccc1c
info,registry,people,S Muniandy,57fcfd3b
info,registry,people,S Vijay Unni,f737ab44
info,registry,people,Syed Aziz,6667067e
info,registry,people,TO Thilappan,44482748
info,registry,people,Virandeep Singh,415d30b6
info,registry,people,Zubaidi Zulkifle,dca8273d
ball,1,0.1,Malaysia,Syed Aziz,Zubaidi Zulkifle,Janak Prakash,0,0,,,,,,"",""
ball,1,0.2,Malaysia,Syed Aziz,Zubaidi Zulkifle,Janak Prakash,1,0,,,,,,"",""
ball,1,0.3,Malaysia,Zubaidi Zulkifle,Syed Aziz,Janak Prakash,1,0,,,,,,"",""
ball,1,0.4,Malaysia,Syed Aziz,Zubaidi Zulkifle,Janak Prakash,0,0,,,,,,"",""
ball,1,0.5,Malaysia,Syed Aziz,Zubaidi Zulkifle,Janak Prakash,4,0,,,,,,"",""
ball,1,0.6,Malaysia,Syed Aziz,Zubaidi Zulkifle,Janak Prakash,1,0,,,,,,"",""
ball,1,1.1,Malaysia,Syed Aziz,Zubaidi Zulkifle,R Kalimuthu,0,0,,,,,,"",""
ball,1,1.2,Malaysia,Syed Aziz,Zubaidi Zulkifle,R Kalimuthu,2,0,,,,,,"",""
ball,1,1.3,Malaysia,Syed Aziz,Zubaidi Zulkifle,R Kalimuthu,0,0,,,,,,caught,Syed Aziz
ball,1,1.4,Malaysia,S Muniandy,Zubaidi Zulkifle,R Kalimuthu,0,0,,,,,,"",""
ball,1,1.5,Malaysia,S Muniandy,Zubaidi Zulkifle,R Kalimuthu,1,0,,,,,,"",""
ball,1,1.6,Malaysia,Zubaidi Zulkifle,S Muniandy,R Kalimuthu,2,0,,,,,,"",""
ball,1,2.1,Malaysia,S Muniandy,Zubaidi Zulkifle,Janak Prakash,1,0,,,,,,"",""
ball,1,2.2,Malaysia,Zubaidi Zulkifle,S Muniandy,Janak Prakash,4,0,,,,,,"",""
ball,1,2.3,Malaysia,Zubaidi Zulkifle,S Muniandy,Janak Prakash,1,0,,,,,,"",""
ball,1,2.4,Malaysia,S Muniandy,Zubaidi Zulkifle,Janak Prakash,0,1,1,,,,,"",""
ball,1,2.5,Malaysia,S Muniandy,Zubaidi Zulkifle,Janak Prakash,0,0,,,,,,"",""
ball,1,2.6,Malaysia,S Muniandy,Zubaidi Zulkifle,Janak Prakash,1,0,,,,,,"",""
ball,1,2.7,Malaysia,Zubaidi Zulkifle,S Muniandy,Janak Prakash,2,0,,,,,,"",""
ball,1,3.1,Malaysia,S Muniandy,Zubaidi Zulkifle,R Kalimuthu,4,0,,,,,,"",""
ball,1,3.2,Malaysia,S Muniandy,Zubaidi Zulkifle,R Kalimuthu,1,0,,,,,,"",""
