version,1.7.0
info,balls_per_over,6
info,team,Sri Lanka
info,team,Zimbabwe
info,gender,male
info,season,2023/24
info,date,2024/01/16
info,event,Zimbabwe tour of Sri Lanka
info,match_number,2
info,venue,"R Premadasa Stadium, Colombo"
info,city,Colombo
info,toss_winner,Zimbabwe
info,toss_decision,field
info,player_of_match,LM Jongwe
info,umpire,RMPJ Rambukwella
info,umpire,RR Wimalasiri
info,reserve_umpire,LE Hannibal
info,tv_umpire,RSA Palliyaguruge
info,match_referee,RS Madugalle
info,winner,Zimbabwe
info,winner_wickets,4
info,player,Sri Lanka,P Nissanka
info,player,Sri Lanka,BKG Mendis
info,player,Sri Lanka,MDKJ Perera
info,player,Sri Lanka,S Samarawickrama
info,player,Sri Lanka,KIC Asalanka
info,player,Sri Lanka,AD Mathews
info,player,Sri Lanka,MD Shanaka
info,player,Sri Lanka,PWH de Silva
info,player,Sri Lanka,M Theekshana
info,player,Sri Lanka,PVD Chameera
info,player,Sri Lanka,D Madushanka
info,player,Zimbabwe,TS Kamunhukamwe
info,player,Zimbabwe,CR Ervine
info,player,Zimbabwe,BJ Bennett
info,player,Zimbabwe,Sikandar Raza
info,player,Zimbabwe,SC Williams
info,player,Zimbabwe,RP Burl
info,player,Zimbabwe,LM Jongwe
info,player,Zimbabwe,C Madande
info,player,Zimbabwe,WP Masakadza
info,player,Zimbabwe,B Muzarabani
info,player,Zimbabwe,R Ngarava
info,registry,people,AD Mathews,896d78ad
info,registry,people,B Muzarabani,449f4e3c
info,registry,people,BJ Bennett,eaa36b2a
info,registry,people,BKG Mendis,5d1e7582
info,registry,people,C Madande,3560a786
info,registry,people,CR Ervine,c96311d4
info,registry,people,D Madushanka,de7d833e
info,registry,people,KIC Asalanka,732c038e
info,registry,people,LE Hannibal,3c04e91a
info,registry,people,LM Jongwe,b8704508
info,registry,people,M Theekshana,f24c6701
info,registry,people,MD Shanaka,3ff033bb
info,registry,people,MDKJ Perera,f21043a5
info,registry,people,P Nissanka,8ee36b18
info,registry,people,PVD Chameera,327b58d3
info,registry,people,PWH de Silva,a97c8ec2
info,registry,people,R Ngarava,6e3f5a5c
info,registry,people,RMPJ Rambukwella,13fa6ffc
info,registry,people,RP Burl,b08252b8
info,registry,people,RR Wimalasiri,4950c8db
info,registry,people,RS Madugalle,766b5798
info,registry,people,RSA Palliyaguruge,4339c19d
info,registry,people,S Samarawickrama,9ab2914d
info,registry,people,SC Williams,afe57f7a
info,registry,people,Sikandar Raza,26d041c4
info,registry,people,TS Kamunhukamwe,4e1b4323
info,registry,people,WP Masakadza,4bc0a378
ball,1,0.1,Sri Lanka,P Nissanka,BKG Mendis,R Ngarava,0,0,,,,,,"",""
ball,1,0.2,Sri Lanka,P Nissanka,BKG Mendis,R Ngarava,0,0,,,,,,"",""
ball,1,0.3,Sri Lanka,P Nissanka,BKG Mendis,R Ngarava,0,0,,,,,,"",""
ball,1,0.4,Sri Lanka,P Nissanka,BKG Mendis,R Ngarava,1,0,,,,,,"",""
ball,1,0.5,Sri Lanka,BKG Mendis,P Nissanka,R Ngarava,0,0,,,,,,"",""
ball,1,0.6,Sri Lanka,BKG Mendis,P Nissanka,R Ngarava,0,0,,,,,,"",""
ball,1,1.1,Sri Lanka,P Nissanka,BKG Mendis,B Muzarabani,0,0,,,,,,"",""
ball,1,1.2,Sri Lanka,P Nissanka,BKG Mendis,B Muzarabani,0,0,,,,,,"",""
ball,1,1.3,Sri Lanka,P Nissanka,BKG Mendis,B Muzarabani,0,0,,,,,,caught,P Nissanka
ball,1,1.4,Sri Lanka,MDKJ Perera,BKG Mendis,B Muzarabani,0,0,,,,,,caught,MDKJ Perera
ball,1,1.5,Sri Lanka,S Samarawickrama,BKG Mendis,B Muzarabani,0,0,,,,,,"",""
ball,1,1.6,Sri Lanka,S Samarawickrama,BKG Mendis,B Muzarabani,1,0,,,,,,"",""
ball,1,2.1,Sri Lanka,S Samarawickrama,BKG Mendis,R Ngarava,0,0,,,,,,"",""
ball,1,2.2,Sri Lanka,S Samarawickrama,BKG Mendis,R Ngarava,4,0,,,,,,"",""
ball,1,2.3,Sri Lanka,S Samarawickrama,BKG Mendis,R Ngarava,0,0,,,,,,"",""
ball,1,2.4,Sri Lanka,S Samarawickrama,BKG Mendis,R Ngarava,1,0,,,,,,"",""
ball,1,2.5,Sri Lanka,BKG Mendis,S Samarawickrama,R Ngarava,0,0,,,,,,"",""
ball,1,2.6,Sri Lanka,BKG Mendis,S Samarawickrama,R Ngarava,4,0,,,,,,"",""
ball,1,3.1,Sri Lanka,S Samarawickrama,BKG Mendis,LM Jongwe,4,0,,,,,,"",""
ball,1,3.2,Sri Lanka,S Samarawickrama,BKG Mendis,LM Jongwe,4,0,,,,,,"",""
ball,1,3.3,Sri Lanka,S Samarawickrama,BKG Mendis,LM Jongwe,1,0,,,,,,"",""
ball,1,3.4,Sri Lanka,BKG Mendis,S Samarawickrama,LM Jongwe,0,0,,,,,,caught,BKG Mendis
ball,1,3.5,Sri Lanka,KIC Asalanka,S Samarawickrama,LM Jongwe,2,0,,,,,,"",""
