version,1.7.0
info,balls_per_over,6
info,team,Norway
info,team,Germany
info,gender,male
info,season,2024
info,date,2024/07/11
info,event,ICC Men's T20 World Cup Sub Regional Europe Qualifier
info,match_number,12
info,venue,Bayer Uerdingen Cricket Ground
info,city,Krefeld
info,toss_winner,Germany
info,toss_decision,field
info,player_of_match,Fayaz Khan
info,umpire,M Burns
info,umpire,Rizwan Akram
info,reserve_umpire,Jonathan Kennedy
info,winner,Norway
info,winner_runs,11
info,player,Norway,Raza Iqbal
info,player,Norway,Khizer Ahmed
info,player,Norway,Walid Ghauri
info,player,Norway,Mandeep Singh
info,player,Norway,Ali Saleem
info,player,Norway,Javed Maroofkhail
info,player,Norway,Sher Sahak
info,player,Norway,Wahidullah Sahak
info,player,Norway,Qamar Mushtaque
info,player,Norway,Vinay Ravi
info,player,Norway,AJ Parmar
info,player,Germany,B Kohler-Cadmore
info,player,Germany,V Ganesan
info,player,Germany,Musaddiq Ahmed
info,player,Germany,Faisal Mubashir
info,player,Germany,H Singh
info,player,Germany,Sachin Mandy
info,player,Germany,Fayaz Khan
info,player,Germany,Muslim Yar
info,player,Germany,Sajid Liaqat
info,player,Germany,Zahid Zadran
info,player,Germany,Ghulam Ahmadi
info,registry,people,AJ Parmar,94113d54
info,registry,people,Ali Saleem,661e8a03
info,registry,people,B Kohler-Cadmore,209e91e6
info,registry,people,Faisal Mubashir,ad5342dc
info,registry,people,Fayaz Khan,373954ca
info,registry,people,Ghulam Ahmadi,2dfe0612
info,registry,people,H Singh,8209da53
info,registry,people,Javed Maroofkhail,909d9fac
info,registry,people,Jonathan Kennedy,f7ad4494
info,registry,people,Khizer Ahmed,723ca856
info,registry,people,M Burns,b3bd0666
info,registry,people,Mandeep Singh,dc39e9ab
info,registry,people,Muslim Yar,37d8d19a
info,registry,people,Musaddiq Ahmed,f8fb7e7b
info,registry,people,Qamar Mushtaque,fc362c5d
info,registry,people,Raza Iqbal,eee46f77
info,registry,people,Rizwan Akram,b5346f1e
info,registry,people,Sachin Mandy,501fca0d
info,registry,people,Sajid Liaqat,b1b99a1a
info,registry,people,Sher Sahak,8299b9a2
info,registry,people,V Ganesan,baa7dd37
info,registry,people,Vinay Ravi,9c181b99
info,registry,people,Wahidullah Sahak,6913e38e
info,registry,people,Walid Ghauri,331e137f
info,registry,people,Zahid Zadran,a819f6c8
ball,1,0.1,Norway,Raza Iqbal,Khizer Ahmed,Zahid Zadran,0,0,,,,,,lbw,Raza Iqbal
ball,1,0.2,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,4,0,,,,,,"",""
ball,1,0.3,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,4,0,,,,,,"",""
ball,1,0.4,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,0.5,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,1,1,,,,,"",""
ball,1,0.6,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,0.7,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,1,0,,,,,,"",""
ball,1,1.1,Norway,Walid Ghauri,Khizer Ahmed,Sajid Liaqat,0,0,,,,,,"",""
ball,1,1.2,Norway,Walid Ghauri,Khizer Ahmed,Sajid Liaqat,1,0,,,,,,"",""
ball,1,1.3,Norway,Khizer Ahmed,Walid Ghauri,Sajid Liaqat,4,0,,,,,,"",""
ball,1,1.4,Norway,Khizer Ahmed,Walid Ghauri,Sajid Liaqat,0,0,,,,,,"",""
ball,1,1.5,Norway,Khizer Ahmed,Walid Ghauri,Sajid Liaqat,6,0,,,,,,"",""
ball,1,1.6,Norway,Khizer Ahmed,Walid Ghauri,Sajid Liaqat,6,0,,,,,,"",""
ball,1,2.1,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,2.2,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,2.3,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,2.4,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,2.5,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,0,0,,,,,,"",""
ball,1,2.6,Norway,Walid Ghauri,Khizer Ahmed,Zahid Zadran,1,0,,,,,,"",""
ball,1,3.1,Norway,Walid Ghauri,Khizer Ahmed,Ghulam Ahmadi,1,0,,,,,,"",""
ball,1,3.2,Norway,Khizer Ahmed,Walid Ghauri,Ghulam Ahmadi,0,0,,,,,,"",""
ball,1,3.3,Norway,Khizer Ahmed,Walid Ghauri,Ghulam Ahmadi,4,0,,,,,,"",""
ball,1,3.4,Norway,Khizer Ahmed,Walid Ghauri,Ghulam Ahmadi,4,0,,,,,,"",""
ball,1,3.5,Norway,Khizer Ahmed,Walid Ghauri,Ghulam Ahmadi,0,0,,,,,,"",""
ball,1,3.6,Norway,Khizer Ahmed,Walid Ghauri,Ghulam Ahmadi,6,0,,,,,,"",""
ball,1,4.1,Norway,Walid Ghauri,Khizer Ahmed,Fayaz Khan,1,0,,,,,,"",""
ball,1,4.2,Norway,Khizer Ahmed,Walid Ghauri,Fayaz Khan,0,0,,,,,,"",""
ball,1,4.3,Norway,Khizer Ahmed,Walid Ghauri,Fayaz Khan,2,0,,,,,,"",""
ball,1,4.4,Norway,Khizer Ahmed,Walid Ghauri,Fayaz Khan,0,0,,,,,,"",""
ball,1,4.5,Norway,Khizer Ahmed,Walid Ghauri,Fayaz Khan,1,0,,,,,,"",""
ball,1,4.6,Norway,Walid Ghauri,Khizer Ahmed,Fayaz Khan,0,0,,,,,,"",""
ball,1,5.1,Norway,Khizer Ahmed,Walid Ghauri,Musaddiq Ahmed,4,0,,,,,,"",""
ball,1,5.2,Norway,Khizer Ahmed,Walid Ghauri,Musaddiq Ahmed,0,0,,,,,,"",""
ball,1,5.3,Norway,Khizer Ahmed,Walid Ghauri,Musaddiq Ahmed,2,0,,,,,,"",""
ball,1,5.4,Norway,Khizer Ahmed,Walid Ghauri,Musaddiq Ahmed,1,0,,,,,,"",""
ball,1,5.5,Norway,Walid Ghauri,Khizer Ahmed,Musaddiq Ahmed,1,0,,,,,,"",""
ball,1,5.6,Norway,Khizer Ahmed,Walid Ghauri,Musaddiq Ahmed,0,0,,,,,,"",""
ball,1,6.1,Norway,Walid Ghauri,Khizer Ahmed,Fayaz Khan,0,0,,,,,,"",""
ball,1,6.2,Norway,Walid Ghauri,Khizer Ahmed,Fayaz Khan,4,0,,,,,,"",""
ball,1,6.3,Norway,Walid Ghauri,Khizer Ahmed,Fayaz Khan,2,0,,,,,,"",""
ball,1,6.4,Norway,Walid Ghauri,Khizer Ahmed,Fayaz Khan,1,0,,,,,,"",""
ball,1,6.5,Norway,Khizer Ahmed,Walid Ghauri,Fayaz Khan,0,1,1,,,,,"",""
ball,1,6.6,Norway,Khizer Ahmed,Walid Ghauri,Fayaz Khan,0,0,,,,,,caught,Khizer Ahmed
ball,1,6.7,Norway,Mandeep Singh,Walid Ghauri,Fayaz Khan,0,0,,,,,,"",""
ball,1,7.1,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,0,0,,,,,,"",""
ball,1,7.2,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,0,1,1,,,,,"",""
ball,1,7.3,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,1,0,,,,,,"",""
ball,1,7.4,Norway,Mandeep Singh,Walid Ghauri,Muslim Yar,1,0,,,,,,"",""
ball,1,7.5,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,1,0,,,,,,"",""
ball,1,7.6,Norway,Mandeep Singh,Walid Ghauri,Muslim Yar,1,0,,,,,,"",""
ball,1,7.7,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,1,0,,,,,,"",""
ball,1,8.1,Norway,Walid Ghauri,Mandeep Singh,Ghulam Ahmadi,2,0,,,,,,"",""
ball,1,8.2,Norway,Walid Ghauri,Mandeep Singh,Ghulam Ahmadi,0,0,,,,,,"",""
ball,1,8.3,Norway,Walid Ghauri,Mandeep Singh,Ghulam Ahmadi,2,0,,,,,,"",""
ball,1,8.4,Norway,Walid Ghauri,Mandeep Singh,Ghulam Ahmadi,4,0,,,,,,"",""
ball,1,8.5,Norway,Walid Ghauri,Mandeep Singh,Ghulam Ahmadi,0,0,,,,,,"",""
ball,1,8.6,Norway,Walid Ghauri,Mandeep Singh,Ghulam Ahmadi,1,0,,,,,,"",""
ball,1,9.1,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,0,1,1,,,,,"",""
ball,1,9.2,Norway,Walid Ghauri,Mandeep Singh,Muslim Yar,0,0,,,,,,caught,Walid Ghauri
ball,1,9.3,Norway,Ali Saleem,Mandeep Singh,Muslim Yar,0,0,,,,,,"",""
ball,1,9.4,Norway,Ali Saleem,Mandeep Singh,Muslim Yar,0,0,,,,,,"",""
ball,1,9.5,Norway,Ali Saleem,Mandeep Singh,Muslim Yar,1,0,,,,,,"",""
ball,1,9.6,Norway,Mandeep Singh,Ali Saleem,Muslim Yar,1,0,,,,,,"",""
