version,1.7.0
info,balls_per_over,6
info,team,Philippines
info,team,Indonesia
info,gender,male
info,season,2024
info,date,2024/09/29
info,event,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B
info,match_number,3
info,venue,"Yeonhui Cricket Ground, Incheon"
info,city,Incheon
info,toss_winner,Indonesia
info,toss_decision,field
info,player_of_match,AS Samra
info,umpire,Sarika Prasad
info,umpire,Tanvir Ahmed
info,reserve_umpire,Suresh Subramanian
info,tv_umpire,AK Rana
info,match_referee,TL Anderson
info,winner,Philippines
info,winner_runs,42
info,player,Philippines,HER Tyler
info,player,Philippines,Kulwinderjeet Singh
info,player,Philippines,AS Samra
info,player,Philippines,DC Smith
info,player,Philippines,N Tanner
info,player,Philippines,J Tuffin
info,player,Philippines,M Podosky
info,player,Philippines,Rhys Burinaga
info,player,Philippines,KDA Lukies
info,player,Philippines,LJ Myott
info,player,Philippines,Huzaifa Mohammed
info,player,Indonesia,GA Priandana
info,player,Indonesia,KC Ramamoorthy
info,player,Indonesia,IK Gamantika
info,player,Indonesia,PR Surve
info,player,Indonesia,Ahmad Ramdoni
info,player,Indonesia,F Banunaek
info,player,Indonesia,GD Arta
info,player,Indonesia,DJ Hawoe
info,player,Indonesia,Gaurav Tiwari
info,player,Indonesia,IKEG Artawan
info,player,Indonesia,RM Koda
info,registry,people,AK Rana,562d74d0
info,registry,people,AS Samra,bf976fb0
info,registry,people,Ahmad Ramdoni,b5f30525
info,registry,people,DC Smith,a968d39b
info,registry,people,DJ Hawoe,a62f55ba
info,registry,people,F Banunaek,3c8faed4
info,registry,people,GA Priandana,2af0e3b1
info,registry,people,GD Arta,e969e580
info,registry,people,Gaurav Tiwari,cab3f89a
info,registry,people,HER Tyler,0ba9de33
info,registry,people,Huzaifa Mohammed,65a29a30
info,registry,people,IK Gamantika,4d7c5b56
info,registry,people,IKEG Artawan,190957d2
info,registry,people,J Tuffin,8069f81f
info,registry,people,KC Ramamoorthy,a89c270b
info,registry,people,KDA Lukies,14af45c4
info,registry,people,Kulwinderjeet Singh,f4d1184a
info,registry,people,LJ Myott,3f9d95f9
info,registry,people,M Podosky,c46999c7
info,registry,people,N Tanner,5f5efae1
info,registry,people,PR Surve,206efeb1
info,registry,people,RM Koda,f0a45427
info,registry,people,Rhys Burinaga,a6cbe67b
info,registry,people,Sarika Prasad,8ff397fa
info,registry,people,Suresh Subramanian,4e869e23
info,registry,people,TL Anderson,f52ddf8d
info,registry,people,Tanvir Ahmed,ea2df1f1
ball,1,0.1,Philippines,HER Tyler,Kulwinderjeet Singh,DJ Hawoe,0,1,1,,,,,"",""
ball,1,0.2,Philippines,HER Tyler,Kulwinderjeet Singh,DJ Hawoe,0,0,,,,,,"",""
ball,1,0.3,Philippines,HER Tyler,Kulwinderjeet Singh,DJ Hawoe,1,0,,,,,,"",""
ball,1,0.4,Philippines,Kulwinderjeet Singh,HER Tyler,DJ Hawoe,0,0,,,,,,"",""
ball,1,0.5,Philippines,Kulwinderjeet Singh,HER Tyler,DJ Hawoe,2,0,,,,,,"",""
ball,1,0.6,Philippines,Kulwinderjeet Singh,HER Tyler,DJ Hawoe,1,0,,,,,,"",""
ball,1,0.7,Philippines,HER Tyler,Kulwinderjeet Singh,DJ Hawoe,0,0,,,,,,"",""
ball,1,1.1,Philippines,Kulwinderjeet Singh,HER Tyler,Gaurav Tiwari,0,0,,,,,,"",""
ball,1,1.2,Philippines,Kulwinderjeet Singh,HER Tyler,Gaurav Tiwari,4,0,,,,,,"",""
ball,1,1.3,Philippines,Kulwinderjeet Singh,HER Tyler,Gaurav Tiwari,0,0,,,,,,"",""
ball,1,1.4,Philippines,Kulwinderjeet Singh,HER Tyler,Gaurav Tiwari,0,0,,,,,,"",""
ball,1,1.5,Philippines,Kulwinderjeet Singh,HER Tyler,Gaurav Tiwari,1,0,,,,,,"",""
ball,1,1.6,Philippines,HER Tyler,Kulwinderjeet Singh,Gaurav Tiwari,0,0,,,,,,"",""
ball,1,2.1,Philippines,Kulwinderjeet Singh,HER Tyler,DJ Hawoe,0,0,,,,,,bowled,Kulwinderjeet Singh
ball,1,2.2,Philippines,AS Samra,HER Tyler,DJ Hawoe,0,0,,,,,,"",""
ball,1,2.3,Philippines,AS Samra,HER Tyler,DJ Hawoe,0,0,,,,,,"",""
ball,1,2.4,Philippines,AS Samra,HER Tyler,DJ Hawoe,0,0,,,,,,"",""
ball,1,2.5,Philippines,AS Samra,HER Tyler,DJ Hawoe,0,0,,,,,,"",""
ball,1,2.6,Philippines,AS Samra,HER Tyler,DJ Hawoe,1,0,,,,,,"",""
ball,1,3.1,Philippines,AS Samra,HER Tyler,Gaurav Tiwari,1,0,,,,,,"",""
ball,1,3.2,Philippines,HER Tyler,AS Samra,Gaurav Tiwari,0,0,,,,,,"",""
ball,1,3.3,Philippines,HER Tyler,AS Samra,Gaurav Tiwari,0,1,,,,1,,"",""
ball,1,3.4,Philippines,AS Samra,HER Tyler,Gaurav Tiwari,0,0,,,,,,"",""
