version,1.7.0
info,balls_per_over,6
info,team,Italy
info,team,Germany
info,gender,female
info,season,2024
info,date,2024/07/27
info,event,Germany Women's T20I Tri-Series
info,match_number,4
info,venue,Bayer Uerdingen Cricket Ground
info,city,Krefeld
info,toss_winner,Germany
info,toss_decision,field
info,player_of_match,C Mahamalage
info,umpire,J Flannery
info,umpire,N Dhanawade
info,reserve_umpire,M Jameson
info,winner,Italy
info,winner_runs,6
info,player,Italy,S Malwatta
info,player,Italy,EL Bartram
info,player,Italy,Ilenia Sims
info,player,Italy,K Peddrick
info,player,Italy,C Mahamalage
info,player,Italy,D Nanayakkara
info,player,Italy,S Kanankege
info,player,Italy,HA Daluwatta
info,player,Italy,N Asuramanage
info,player,Italy,IU Jayamannage
info,player,Italy,LM Sims
info,player,Germany,JE Ronalds
info,player,Germany,CM Gough
info,player,Germany,A Bierwisch
info,player,Germany,A Doddaballapur
info,player,Germany,S Sadarangani
info,player,Germany,S Kolcharam
info,player,Germany,K Vijayaraghavan
info,player,Germany,A Kohli
info,player,Germany,ST Frohnmayer
info,player,Germany,Ashwini Balaji
info,player,Germany,EC Bargna
info,registry,people,A Bierwisch,b51d654f
info,registry,people,A Doddaballapur,fe4f5d2b
info,registry,people,A Kohli,eb9082b2
info,registry,people,Ashwini Balaji,81283f75
info,registry,people,C Mahamalage,3250b7db
info,registry,people,CM Gough,f1328a90
info,registry,people,D Nanayakkara,dbf22922
info,registry,people,EC Bargna,9908d470
info,registry,people,EL Bartram,5fa7f030
info,registry,people,HA Daluwatta,8bbfc744
info,registry,people,IU Jayamannage,308d6f62
info,registry,people,Ilenia Sims,03c98aa6
info,registry,people,J Flannery,22431c5a
info,registry,people,JE Ronalds,d4f98302
info,registry,people,K Peddrick,a031b75e
info,registry,people,K Vijayaraghavan,048da365
info,registry,people,LM Sims,d2416610
info,registry,people,M Jameson,bdf1ffe3
info,registry,people,N Asuramanage,46dff613
info,registry,people,N Dhanawade,bc68912b
info,registry,people,S Kanankege,01815edc
info,registry,people,S Kolcharam,761c929e
info,registry,people,S Malwatta,bc11f3a3
info,registry,people,S Sadarangani,acd030a0
info,registry,people,ST Frohnmayer,7e8bcfc1
ball,1,0.1,Italy,S Malwatta,EL Bartram,EC Bargna,0,2,2,,,,,"",""
ball,1,0.2,Italy,EL Bartram,S Malwatta,EC Bargna,2,0,,,,,,"",""
ball,1,0.3,Italy,EL Bartram,S Malwatta,EC Bargna,0,0,,,,,,"",""
ball,1,0.4,Italy,EL Bartram,S Malwatta,EC Bargna,4,0,,,,,,"",""
ball,1,0.5,Italy,EL Bartram,S Malwatta,EC Bargna,0,0,,,,,,"",""
ball,1,0.6,Italy,EL Bartram,S Malwatta,EC Bargna,1,0,,,,,,"",""
ball,1,0.7,Italy,S Malwatta,EL Bartram,EC Bargna,0,0,,,,,,"",""
ball,1,1.1,Italy,EL Bartram,S Malwatta,ST Frohnmayer,0,1,1,,,,,"",""
ball,1,1.2,Italy,EL Bartram,S Malwatta,ST Frohnmayer,0,1,1,,,,,"",""
ball,1,1.3,Italy,EL Bartram,S Malwatta,ST Frohnmayer,0,0,,,,,,"",""
ball,1,1.4,Italy,EL Bartram,S Malwatta,ST Frohnmayer,0,1,1,,,,,"",""
ball,1,1.5,Italy,EL Bartram,S Malwatta,ST Frohnmayer,0,0,,,,,,"",""
ball,1,1.6,Italy,EL Bartram,S Malwatta,ST Frohnmayer,1,0,,,,,,"",""
ball,1,1.7,Italy,S Malwatta,EL Bartram,ST Frohnmayer,2,0,,,,,,"",""
ball,1,1.8,Italy,S Malwatta,EL Bartram,ST Frohnmayer,0,0,,,,,,"",""
ball,1,1.9,Italy,S Malwatta,EL Bartram,ST Frohnmayer,4,0,,,,,,"",""
ball,1,2.1,Italy,EL Bartram,S Malwatta,EC Bargna,1,0,,,,,,"",""
ball,1,2.2,Italy,S Malwatta,EL Bartram,EC Bargna,1,0,,,,,,"",""
ball,1,2.3,Italy,EL Bartram,S Malwatta,EC Bargna,0,0,,,,,,lbw,EL Bartram
ball,1,2.4,Italy,Ilenia Sims,S Malwatta,EC Bargna,0,0,,,,,,"",""
ball,1,2.5,Italy,Ilenia Sims,S Malwatta,EC Bargna,1,0,,,,,,"",""
ball,1,2.6,Italy,S Malwatta,Ilenia Sims,EC Bargna,0,0,,,,,,"",""
