version,1.7.0
info,balls_per_over,6
info,team,Australia
info,team,India
info,gender,female
info,season,2022/23
info,date,2023/02/23
info,event,ICC Women's T20 World Cup
info,venue,"Newlands, Cape Town"
info,city,Cape Town
info,toss_winner,Australia
info,toss_decision,bat
info,player_of_match,A Gardner
info,umpire,Kim Cotton
info,umpire,N Perera
info,reserve_umpire,Lauren Agenbag
info,tv_umpire,S Redfern
info,match_referee,SA Fritz
info,winner,Australia
info,winner_runs,5
info,player,Australia,AJ Healy
info,player,Australia,BL Mooney
info,player,Australia,MM Lanning
info,player,Australia,A Gardner
info,player,Australia,GM Harris
info,player,Australia,EA Perry
info,player,Australia,TM McGrath
info,player,Australia,G Wareham
info,player,Australia,JL Jonassen
info,player,Australia,ML Schutt
info,player,Australia,D Brown
info,player,India,Shafali Verma
info,player,India,S Mandhana
info,player,India,YH Bhatia
info,player,India,JI Rodrigues
info,player,India,H Kaur
info,player,India,RM Ghosh
info,player,India,DB Sharma
info,player,India,S Rana
info,player,India,RP Yadav
info,player,India,S Pandey
info,player,India,Renuka Singh
info,registry,people,A Gardner,bc969efb
info,registry,people,AJ Healy,321644de
info,registry,people,BL Mooney,52d1dbc8
info,registry,people,D Brown,2e81be88
info,registry,people,DB Sharma,201fef33
info,registry,people,EA Perry,be150fc8
info,registry,people,G Wareham,f0b4e47d
info,registry,people,GM Harris,72166006
info,registry,people,H Kaur,53cd8da6
info,registry,people,JI Rodrigues,cb08b611
info,registry,people,JL Jonassen,0475a86b
info,registry,people,Kim Cotton,67a7c2ee
info,registry,people,Lauren Agenbag,40849abd
info,registry,people,ML Schutt,17608a6f
info,registry,people,MM Lanning,27e003ce
info,registry,people,N Perera,129709f9
info,registry,people,RM Ghosh,721e0199
info,registry,people,RP Yadav,6c3aef71
info,registry,people,Renuka Singh,7298db76
info,registry,people,S Mandhana,5d2eda89
info,registry,people,S Pandey,5463cb7a
info,registry,people,S Rana,c4c374d9
info,registry,people,S Redfern,5b038989
info,registry,people,SA Fritz,d15e60c8
info,registry,people,Shafali Verma,d8f59089
info,registry,people,TM McGrath,ca5acfa4
info,registry,people,YH Bhatia,9c3d4e8a
ball,1,0.1,Australia,AJ Healy,BL Mooney,Renuka Singh,4,0,,,,,,"",""
ball,1,0.2,Australia,AJ Healy,BL Mooney,Renuka Singh,0,0,,,,,,"",""
ball,1,0.3,Australia,AJ Healy,BL Mooney,Renuka Singh,0,0,,,,,,"",""
ball,1,0.4,Australia,AJ Healy,BL Mooney,Renuka Singh,0,0,,,,,,"",""
ball,1,0.5,Australia,AJ Healy,BL Mooney,Renuka Singh,2,0,,,,,,"",""
ball,1,0.6,Australia,AJ Healy,BL Mooney,Renuka Singh,0,0,,,,,,"",""
ball,1,1.1,Australia,BL Mooney,AJ Healy,DB Sharma,0,0,,,,,,"",""
ball,1,1.2,Australia,BL Mooney,AJ Healy,DB Sharma,1,0,,,,,,"",""
ball,1,1.3,Australia,AJ Healy,BL Mooney,DB Sharma,1,0,,,,,,"",""
ball,1,1.4,Australia,BL Mooney,AJ Healy,DB Sharma,1,0,,,,,,"",""
ball,1,1.5,Australia,AJ Healy,BL Mooney,DB Sharma,1,0,,,,,,"",""
ball,1,1.6,Australia,BL Mooney,AJ Healy,DB Sharma,4,0,,,,,,"",""
ball,1,2.1,Australia,AJ Healy,BL Mooney,Renuka Singh,4,0,,,,,,"",""
ball,1,2.2,Australia,AJ Healy,BL Mooney,Renuka Singh,0,0,,,,,,"",""
ball,1,2.3,Australia,AJ Healy,BL Mooney,Renuka Singh,1,0,,,,,,"",""
ball,1,2.4,Australia,BL Mooney,AJ Healy,Renuka Singh,0,0,,,,,,"",""
ball,1,2.5,Australia,BL Mooney,AJ Healy,Renuka Singh,1,0,,,,,,"",""
ball,1,2.6,Australia,AJ Healy,BL Mooney,Renuka Singh,1,0,,,,,,"",""
ball,1,3.1,Australia,AJ Healy,BL Mooney,DB Sharma,4,0,,,,,,"",""
ball,1,3.2,Australia,AJ Healy,BL Mooney,DB Sharma,0,0,,,,,,"",""
ball,1,3.3,Australia,AJ Healy,BL Mooney,DB Sharma,0,0,,,,,,"",""
ball,1,3.4,Australia,AJ Healy,BL Mooney,DB Sharma,0,0,,,,,,"",""
