version,1.7.0
info,balls_per_over,6
info,team,South Africa
info,team,New Zealand
info,gender,female
info,season,2023/24
info,date,2023/10/15
info,event,New Zealand Women tour of South Africa
info,match_number,5
info,venue,"Willowmoore Park, Benoni"
info,city,Benoni
info,toss_winner,New Zealand
info,toss_decision,field
info,player_of_match,M Klaas
info,umpire,K Klaaste
info,umpire,Lauren Agenbag
info,reserve_umpire,A Jacobs
info,tv_umpire,Siphelele Gasa
info,match_referee,GH Pienaar
info,winner,South Africa
info,winner_runs,11
info,player,South Africa,L Wolvaardt
info,player,South Africa,T Brits
info,player,South Africa,A Bosch
info,player,South Africa,S Luus
info,player,South Africa,CL Tryon
info,player,South Africa,N de Klerk
info,player,South Africa,S Jafta
info,player,South Africa,TS Sekhukhune
info,player,South Africa,M Klaas
info,player,South Africa,A Khaka
info,player,South Africa,N Mlaba
info,player,New Zealand,KG Anderson
info,player,New Zealand,SW Bates
info,player,New Zealand,AC Kerr
info,player,New Zealand,SFM Devine
info,player,New Zealand,ML Green
info,player,New Zealand,BM Halliday
info,player,New Zealand,GE Plimmer
info,player,New Zealand,LMM Tahuhu
info,player,New Zealand,MM Penfold
info,player,New Zealand,EJ Carson
info,player,New Zealand,FC Jonas
info,registry,people,A Bosch,dcf0e8f4
info,registry,people,A Jacobs,70d117de
info,registry,people,A Khaka,0d518f89
info,registry,people,AC Kerr,7673c908
info,registry,people,BM Halliday,efb6cb2a
info,registry,people,CL Tryon,4d4605e6
info,registry,people,EJ Carson,7693851c
info,registry,people,FC Jonas,6df697a9
info,registry,people,GE Plimmer,575494db
info,registry,people,GH Pienaar,3516e46b
info,registry,people,K Klaaste,6cc1d918
info,registry,people,KG Anderson,ae79a86f
info,registry,people,L Wolvaardt,e60f81c9
info,registry,people,LMM Tahuhu,60471339
info,registry,people,Lauren Agenbag,40849abd
info,registry,people,M De Ridder,5bb7ec70
info,registry,people,M Klaas,ce85fcaf
info,registry,people,ML Green,865eae1f
info,registry,people,MM Penfold,645b2a2f
info,registry,people,N Mlaba,686362af
info,registry,people,N de Klerk,ea544967
info,registry,people,S Jafta,34304210
info,registry,people,S Luus,6d76bc23
info,registry,people,SFM Devine,de69af96
info,registry,people,SW Bates,89bbc67a
info,registry,people,Siphelele Gasa,e50baa87
info,registry,people,T Brits,06659caa
info,registry,people,TS Sekhukhune,6e28e586
ball,1,0.1,South Africa,L Wolvaardt,T Brits,LMM Tahuhu,0,0,,,,,,"",""
ball,1,0.2,South Africa,L Wolvaardt,T Brits,LMM Tahuhu,4,0,,,,,,"",""
ball,1,0.3,South Africa,L Wolvaardt,T Brits,LMM Tahuhu,0,0,,,,,,"",""
ball,1,0.4,South Africa,L Wolvaardt,T Brits,LMM Tahuhu,1,0,,,,,,"",""
ball,1,0.5,South Africa,T Brits,L Wolvaardt,LMM Tahuhu,0,0,,,,,,"",""
ball,1,0.6,South Africa,T Brits,L Wolvaardt,LMM Tahuhu,1,0,,,,,,"",""
ball,1,1.1,South Africa,T Brits,L Wolvaardt,SFM Devine,1,0,,,,,,"",""
ball,1,1.2,South Africa,L Wolvaardt,T Brits,SFM Devine,1,0,,,,,,"",""
ball,1,1.3,South Africa,T Brits,L Wolvaardt,SFM Devine,0,0,,,,,,"",""
ball,1,1.4,South Africa,T Brits,L Wolvaardt,SFM Devine,1,0,,,,,,"",""
ball,1,1.5,South Africa,L Wolvaardt,T Brits,SFM Devine,4,0,,,,,,"",""
ball,1,1.6,South Africa,L Wolvaardt,T Brits,SFM Devine,0,1,,,,1,,"",""
ball,1,2.1,South Africa,L Wolvaardt,T Brits,FC Jonas,1,0,,,,,,"",""
ball,1,2.2,South Africa,T Brits,L Wolvaardt,FC Jonas,0,0,,,,,,"",""
ball,1,2.3,South Africa,T Brits,L Wolvaardt,FC Jonas,1,0,,,,,,"",""
ball,1,2.4,South Africa,L Wolvaardt,T Brits,FC Jonas,0,0,,,,,,"",""
ball,1,2.5,South Africa,L Wolvaardt,T Brits,FC Jonas,4,0,,,,,,"",""
ball,1,2.6,South Africa,L Wolvaardt,T Brits,FC Jonas,1,0,,,,,,"",""
ball,1,3.1,South Africa,L Wolvaardt,T Brits,EJ Carson,0,4,,,,4,,"",""
ball,1,3.2,South Africa,L Wolvaardt,T Brits,EJ Carson,4,0,,,,,,"",""
ball,1,3.3,South Africa,L Wolvaardt,T Brits,EJ Carson,0,0,,,,,,"",""
ball,1,3.4,South Africa,L Wolvaardt,T Brits,EJ Carson,0,0,,,,,,"",""
ball,1,3.5,South Africa,L Wolvaardt,T Brits,EJ Carson,1,0,,,,,,"",""
ball,1,3.6,South Africa,T Brits,L Wolvaardt,EJ Carson,0,0,,,,,,"",""
