version,1.7.0
info,balls_per_over,6
info,team,Uganda
info,team,Namibia
info,gender,female
info,season,2024/25
info,date,2025/03/10
info,event,Women's T20 Quadrangular Series (in Uganda)
info,match_number,5
info,venue,Entebbe Cricket Oval
info,city,Entebbe
info,toss_winner,Namibia
info,toss_decision,field
info,player_of_match,S Akiteng
info,umpire,S Athuola
info,umpire,S Kintu
info,reserve_umpire,AY Harris
info,winner,Uganda
info,winner_runs,1
info,player,Uganda,J Mbabazi
info,player,Uganda,I Nakisuuyi
info,player,Uganda,E Iloku
info,player,Uganda,P Alako
info,player,Uganda,S Nampiina
info,player,Uganda,R Musamali
info,player,Uganda,M Ariokot
info,player,Uganda,S Walaza
info,player,Uganda,C Aweko
info,player,Uganda,S Akiteng
info,player,Uganda,I Mutoni
info,player,Namibia,SA Wittmann
info,player,Namibia,KA Green
info,player,Namibia,Yasmeen Khan
info,player,Namibia,W Mwatile
info,player,Namibia,JA Diergaardt
info,player,Namibia,SN Shihepo
info,player,Namibia,M Gorases
info,player,Namibia,M Mwatile
info,player,Namibia,B Manuel
info,player,Namibia,EU Kejarukua
info,player,Namibia,S Tuhadeleni
info,registry,people,AY Harris,90d95b82
info,registry,people,B Manuel,06cbeba1
info,registry,people,C Aweko,01c1b96c
info,registry,people,E Iloku,f1fa1c6b
info,registry,people,EU Kejarukua,e7068bfd
info,registry,people,I Mutoni,284604cf
info,registry,people,I Nakisuuyi,2f145a4f
info,registry,people,J Mbabazi,aaa6e84c
info,registry,people,JA Diergaardt,b72a8938
info,registry,people,KA Green,fa9fdefa
info,registry,people,M Ariokot,c328bc6c
info,registry,people,M Gorases,d034d60a
info,registry,people,M Mwatile,92b9e9af
info,registry,people,P Alako,fcf37e14
info,registry,people,R Musamali,017cadb2
info,registry,people,S Akiteng,cf92d76b
info,registry,people,S Athuola,7c94cfd1
info,registry,people,S Kintu,ff387f93
info,registry,people,S Nampiina,91d9aa26
info,registry,people,S Tuhadeleni,13f7c5f4
info,registry,people,S Walaza,f67ea6d2
info,registry,people,SA Wittmann,531aef3b
info,registry,people,SN Shihepo,1b3f7dbb
info,registry,people,W Mwatile,5728635a
info,registry,people,Yasmeen Khan,ade5c0c0
ball,1,0.1,Uganda,J Mbabazi,I Nakisuuyi,W Mwatile,0,0,,,,,,"",""
ball,1,0.2,Uganda,J Mbabazi,I Nakisuuyi,W Mwatile,0,0,,,,,,"",""
ball,1,0.3,Uganda,J Mbabazi,I Nakisuuyi,W Mwatile,0,0,,,,,,"",""
ball,1,0.4,Uganda,J Mbabazi,I Nakisuuyi,W Mwatile,0,0,,,,,,"",""
ball,1,0.5,Uganda,J Mbabazi,I Nakisuuyi,W Mwatile,0,0,,,,,,"",""
ball,1,0.6,Uganda,J Mbabazi,I Nakisuuyi,W Mwatile,0,0,,,,,,"",""
ball,1,1.1,Uganda,I Nakisuuyi,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,1.2,Uganda,I Nakisuuyi,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,1.3,Uganda,I Nakisuuyi,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,1.4,Uganda,I Nakisuuyi,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,1.5,Uganda,I Nakisuuyi,J Mbabazi,KA Green,0,0,,,,,,run out,I Nakisuuyi
ball,1,1.6,Uganda,E Iloku,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,2.1,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,2.2,Uganda,J Mbabazi,E Iloku,W Mwatile,1,0,,,,,,"",""
ball,1,2.3,Uganda,E Iloku,J Mbabazi,W Mwatile,0,0,,,,,,"",""
ball,1,2.4,Uganda,E Iloku,J Mbabazi,W Mwatile,0,0,,,,,,"",""
ball,1,2.5,Uganda,E Iloku,J Mbabazi,W Mwatile,1,0,,,,,,"",""
ball,1,2.6,Uganda,J Mbabazi,E Iloku,W Mwatile,4,0,,,,,,"",""
ball,1,3.1,Uganda,E Iloku,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,3.2,Uganda,E Iloku,J Mbabazi,KA Green,2,0,,,,,,"",""
ball,1,3.3,Uganda,E Iloku,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,3.4,Uganda,E Iloku,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,3.5,Uganda,E Iloku,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,3.6,Uganda,E Iloku,J Mbabazi,KA Green,2,0,,,,,,"",""
ball,1,4.1,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,4.2,Uganda,J Mbabazi,E Iloku,W Mwatile,1,0,,,,,,"",""
ball,1,4.3,Uganda,E Iloku,J Mbabazi,W Mwatile,0,0,,,,,,"",""
ball,1,4.4,Uganda,E Iloku,J Mbabazi,W Mwatile,0,0,,,,,,"",""
ball,1,4.5,Uganda,E Iloku,J Mbabazi,W Mwatile,0,0,,,,,,"",""
ball,1,4.6,Uganda,E Iloku,J Mbabazi,W Mwatile,0,0,,,,,,"",""
ball,1,5.1,Uganda,J Mbabazi,E Iloku,KA Green,0,0,,,,,,"",""
ball,1,5.2,Uganda,J Mbabazi,E Iloku,KA Green,1,0,,,,,,"",""
ball,1,5.3,Uganda,E Iloku,J Mbabazi,KA Green,0,0,,,,,,"",""
ball,1,5.4,Uganda,E Iloku,J Mbabazi,KA Green,0,1,1,,,,,"",""
ball,1,5.5,Uganda,E Iloku,J Mbabazi,KA Green,4,0,,,,,,"",""
ball,1,5.6,Uganda,E Iloku,J Mbabazi,KA Green,2,0,,,,,,"",""
ball,1,5.7,Uganda,E Iloku,J Mbabazi,KA Green,2,0,,,,,,"",""
ball,1,6.1,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,6.2,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,6.3,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,6.4,Uganda,J Mbabazi,E Iloku,W Mwatile,4,0,,,,,,"",""
ball,1,6.5,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,6.6,Uganda,J Mbabazi,E Iloku,W Mwatile,0,0,,,,,,"",""
ball,1,7.1,Uganda,E Iloku,J Mbabazi,M Mwatile,1,0,,,,,,"",""
ball,1,7.2,Uganda,J Mbabazi,E Iloku,M Mwatile,1,0,,,,,,"",""
ball,1,7.3,Uganda,E Iloku,J Mbabazi,M Mwatile,0,0,,,,,,"",""
ball,1,7.4,Uganda,E Iloku,J Mbabazi,M Mwatile,0,1,1,,,,,"",""
ball,1,7.5,Uganda,E Iloku,J Mbabazi,M Mwatile,0,0,,,,,,"",""
