version,1.7.0
info,balls_per_over,6
info,team,Saudi Arabia
info,team,Kuwait
info,gender,female
info,season,2021/22
info,date,2022/03/20
info,event,GCC Women's Twenty20 Championship Cup
info,match_number,3
info,venue,Al Amerat Cricket Ground Oman Cricket (Ministry Turf 2)
info,city,Al Amarat
info,toss_winner,Kuwait
info,toss_decision,field
info,player_of_match,Maria Jasvi
info,umpire,Azad KR
info,umpire,V Karthikeyan
info,reserve_umpire,S Sattar
info,match_referee,Hanoz Iqbal
info,winner,Kuwait
info,winner_wickets,10
info,player,Saudi Arabia,Khazaima
info,player,Saudi Arabia,Abeer Maryam
info,player,Saudi Arabia,Ruba Rashid
info,player,Saudi Arabia,C Sewsunker
info,player,Saudi Arabia,Maira Khan
info,player,Saudi Arabia,Amna Khan
info,player,Saudi Arabia,Rida Syeda
info,player,Saudi Arabia,Zoha Irfan
info,player,Saudi Arabia,Emaan Ejaz
info,player,Saudi Arabia,Simrah Mirza
info,player,Saudi Arabia,Mah Noor Amir
info,player,Kuwait,Priyada Murali
info,player,Kuwait,Zeefa Jilani
info,player,Kuwait,Amna Tariq
info,player,Kuwait,A Bose
info,player,Kuwait,Khadija Khalil
info,player,Kuwait,Maria Jasvi
info,player,Kuwait,Mariamma Hyder
info,player,Kuwait,Maryam Omar
info,player,Kuwait,SL Gomez
info,player,Kuwait,B Shanti
info,player,Kuwait,Maryyam Ashraf
info,registry,people,A Bose,b6f61482
info,registry,people,Abeer Maryam,8067b378
info,registry,people,Amna Khan,604b19e3
info,registry,people,Amna Tariq,44b53fba
info,registry,people,Azad KR,d620b86a
info,registry,people,B Shanti,f50ca46d
info,registry,people,C Sewsunker,f82a0b02
info,registry,people,Emaan Ejaz,81d5afce
info,registry,people,Hanoz Iqbal,28f14bf7
info,registry,people,Khadija Khalil,7c61a686
info,registry,people,Khazaima,706df49c
info,registry,people,Mah Noor Amir,e95cf4f8
info,registry,people,Maira Khan,32832dc8
info,registry,people,Maria Jasvi,4bed6af7
info,registry,people,Mariamma Hyder,c8ae2573
info,registry,people,Maryam Omar,b4d08794
info,registry,people,Maryyam Ashraf,1b9d3eb3
info,registry,people,Priyada Murali,f4b942ae
info,registry,people,Rida Syeda,f802485d
info,registry,people,Ruba Rashid,221ba3f5
info,registry,people,S Sattar,7bbd13cb
info,registry,people,SL Gomez,02264be0
info,registry,people,Simrah Mirza,1f578535
info,registry,people,V Karthikeyan,31597b2d
info,registry,people,Zeefa Jilani,3f2b40f0
info,registry,people,Zoha Irfan,7d70dc87
ball,1,0.1,Saudi Arabia,Khazaima,Abeer Maryam,Maria Jasvi,1,0,,,,,,"",""
ball,1,0.2,Saudi Arabia,Abeer Maryam,Khazaima,Maria Jasvi,0,0,,,,,,"",""
ball,1,0.3,Saudi Arabia,Abeer Maryam,Khazaima,Maria Jasvi,0,1,1,,,,,"",""
ball,1,0.4,Saudi Arabia,Abeer Maryam,Khazaima,Maria Jasvi,0,0,,,,,,lbw,Abeer Maryam
ball,1,0.5,Saudi Arabia,Ruba Rashid,Khazaima,Maria Jasvi,0,0,,,,,,"",""
ball,1,0.6,Saudi Arabia,Ruba Rashid,Khazaima,Maria Jasvi,0,0,,,,,,bowled,Ruba Rashid
ball,1,0.7,Saudi Arabia,C Sewsunker,Khazaima,Maria Jasvi,0,0,,,,,,"",""
ball,1,1.1,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,1,1,,,,,"",""
ball,1,1.2,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,0,,,,,,"",""
ball,1,1.3,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,1,1,,,,,"",""
ball,1,1.4,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,1,0,,,,,,"",""
ball,1,1.5,Saudi Arabia,C Sewsunker,Khazaima,Khadija Khalil,1,0,,,,,,"",""
ball,1,1.6,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,0,,,,,,"",""
ball,1,1.7,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,1,1,,,,,"",""
ball,1,1.8,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,0,,,,,,"",""
ball,1,1.9,Saudi Arabia,Khazaima,C Sewsunker,Khadija Khalil,0,0,,,,,,caught,Khazaima
ball,1,2.1,Saudi Arabia,C Sewsunker,Maira Khan,Maria Jasvi,0,0,,,,,,lbw,C Sewsunker
ball,1,2.2,Saudi Arabia,Amna Khan,Maira Khan,Maria Jasvi,0,0,,,,,,"",""
ball,1,2.3,Saudi Arabia,Amna Khan,Maira Khan,Maria Jasvi,0,0,,,,,,"",""
ball,1,2.4,Saudi Arabia,Amna Khan,Maira Khan,Maria Jasvi,0,0,,,,,,run out,Amna Khan
ball,1,2.5,Saudi Arabia,Rida Syeda,Maira Khan,Maria Jasvi,0,0,,,,,,"",""
ball,1,2.6,Saudi Arabia,Rida Syeda,Maira Khan,Maria Jasvi,0,0,,,,,,"",""
