version,1.7.0
info,balls_per_over,6
info,team,United Arab Emirates
info,team,Namibia
info,gender,female
info,season,2023
info,date,2023/04/27
info,event,Women's T20 Quadrangular Series (in Namibia)
info,match_number,6
info,venue,"United Cricket Club Ground, Windhoek"
info,city,Windhoek
info,toss_winner,Namibia
info,toss_decision,field
info,player_of_match,KA Green
info,umpire,E Haynes
info,umpire,H Hugo
info,reserve_umpire,E Lassen
info,winner,Namibia
info,winner_wickets,4
info,player,United Arab Emirates,Chaya Mughal
info,player,United Arab Emirates,ER Oza
info,player,United Arab Emirates,KKN Egodage
info,player,United Arab Emirates,Theertha Satish
info,player,United Arab Emirates,L Keny
info,player,United Arab Emirates,Rinitha Rajith
info,player,United Arab Emirates,Khushi Sharma
info,player,United Arab Emirates,Sanchin Singh
info,player,United Arab Emirates,Vaishnave Mahesh
info,player,United Arab Emirates,AS Patil
info,player,United Arab Emirates,I Nandakumar
info,player,Namibia,SA Wittmann
info,player,Namibia,JA Diergaardt
info,player,Namibia,Yasmeen Khan
info,player,Namibia,KA Green
info,player,Namibia,A van der Merwe
info,player,Namibia,M Gorases
info,player,Namibia,E Van Zyl
info,player,Namibia,I van Zyl
info,player,Namibia,D Foerster
info,player,Namibia,W Mwatile
info,player,Namibia,V Hamunyela
info,registry,people,A van der Merwe,02610bad
info,registry,people,AS Patil,ca707bdc
info,registry,people,Chaya Mughal,77b26349
info,registry,people,D Foerster,5596d5bf
info,registry,people,E Haynes,56e4f120
info,registry,people,E Lassen,a476d6d0
info,registry,people,E Van Zyl,79ff52b5
info,registry,people,ER Oza,fdc6b34d
info,registry,people,H Hugo,48f9193f
info,registry,people,I Nandakumar,9f87d0f0
info,registry,people,I van Zyl,44c3cb6d
info,registry,people,JA Diergaardt,b72a8938
info,registry,people,KA Green,fa9fdefa
info,registry,people,KKN Egodage,5bb904d4
info,registry,people,Khushi Sharma,a259c414
info,registry,people,L Keny,aea89d48
info,registry,people,M Gorases,d034d60a
info,registry,people,Rinitha Rajith,36ba7f0b
info,registry,people,SA Wittmann,531aef3b
info,registry,people,Sanchin Singh,dccae421
info,registry,people,Theertha Satish,ee3dcb3f
info,registry,people,V Hamunyela,d758a366
info,registry,people,Vaishnave Mahesh,31c56f40
info,registry,people,W Mwatile,5728635a
info,registry,people,Yasmeen Khan,ade5c0c0
ball,1,0.1,United Arab Emirates,Chaya Mughal,ER Oza,I van Zyl,1,0,,,,,,"",""
ball,1,0.2,United Arab Emirates,ER Oza,Chaya Mughal,I van Zyl,0,0,,,,,,"",""
ball,1,0.3,United Arab Emirates,ER Oza,Chaya Mughal,I van Zyl,0,0,,,,,,"",""
ball,1,0.4,United Arab Emirates,ER Oza,Chaya Mughal,I van Zyl,1,0,,,,,,"",""
ball,1,0.5,United Arab Emirates,Chaya Mughal,ER Oza,I van Zyl,0,0,,,,,,"",""
ball,1,0.6,United Arab Emirates,Chaya Mughal,ER Oza,I van Zyl,1,0,,,,,,"",""
ball,1,1.1,United Arab Emirates,Chaya Mughal,ER Oza,V Hamunyela,0,0,,,,,,"",""
ball,1,1.2,United Arab Emirates,Chaya Mughal,ER Oza,V Hamunyela,0,0,,,,,,"",""
ball,1,1.3,United Arab Emirates,Chaya Mughal,ER Oza,V Hamunyela,1,0,,,,,,"",""
ball,1,1.4,United Arab Emirates,ER Oza,Chaya Mughal,V Hamunyela,0,0,,,,,,caught,ER Oza
ball,1,1.5,United Arab Emirates,KKN Egodage,Chaya Mughal,V Hamunyela,0,0,,,,,,"",""
ball,1,1.6,United Arab Emirates,KKN Egodage,Chaya Mughal,V Hamunyela,0,0,,,,,,"",""
ball,1,2.1,United Arab Emirates,Chaya Mughal,KKN Egodage,I van Zyl,0,0,,,,,,"",""
ball,1,2.2,United Arab Emirates,Chaya Mughal,KKN Egodage,I van Zyl,0,0,,,,,,caught,Chaya Mughal
ball,1,2.3,United Arab Emirates,Theertha Satish,KKN Egodage,I van Zyl,0,0,,,,,,"",""
ball,1,2.4,United Arab Emirates,Theertha Satish,KKN Egodage,I van Zyl,0,0,,,,,,"",""
ball,1,2.5,United Arab Emirates,Theertha Satish,KKN Egodage,I van Zyl,4,0,,,,,,"",""
ball,1,2.6,United Arab Emirates,Theertha Satish,KKN Egodage,I van Zyl,1,0,,,,,,"",""
ball,1,3.1,United Arab Emirates,Theertha Satish,KKN Egodage,V Hamunyela,0,0,,,,,,"",""
ball,1,3.2,United Arab Emirates,Theertha Satish,KKN Egodage,V Hamunyela,0,0,,,,,,"",""
ball,1,3.3,United Arab Emirates,Theertha Satish,KKN Egodage,V Hamunyela,4,0,,,,,,"",""
ball,1,3.4,United Arab Emirates,Theertha Satish,KKN Egodage,V Hamunyela,4,0,,,,,,"",""
