version,1.7.0
info,balls_per_over,6
info,team,Pakistan
info,team,Ireland
info,gender,male
info,season,2024
info,date,2024/05/10
info,event,Pakistan tour of Ireland
info,match_number,1
info,venue,"Castle Avenue, Dublin"
info,city,Dublin
info,toss_winner,Ireland
info,toss_decision,field
info,player_of_match,A Balbirnie
info,umpire,Jonathan Kennedy
info,umpire,M Hawthorne
info,reserve_umpire,Aidan Seaver
info,tv_umpire,R Black
info,match_referee,G McCrea
info,winner,Ireland
info,winner_wickets,5
info,player,Pakistan,Saim Ayub
info,player,Pakistan,Mohammad Rizwan
info,player,Pakistan,Babar Azam
info,player,Pakistan,Fakhar Zaman
info,player,Pakistan,Azam Khan
info,player,Pakistan,Shadab Khan
info,player,Pakistan,Iftikhar Ahmed
info,player,Pakistan,Shaheen Shah Afridi
info,player,Pakistan,Imad Wasim
info,player,Pakistan,Naseem Shah
info,player,Pakistan,Abbas Afridi
info,player,Ireland,A Balbirnie
info,player,Ireland,PR Stirling
info,player,Ireland,L Tucker
info,player,Ireland,HT Tector
info,player,Ireland,GH Dockrell
info,player,Ireland,GJ Delany
info,player,Ireland,C Campher
info,player,Ireland,MR Adair
info,player,Ireland,BJ McCarthy
info,player,Ireland,CA Young
info,player,Ireland,B White
info,registry,people,A Balbirnie,6ef13460
info,registry,people,Abbas Afridi,2cec2a92
info,registry,people,Aidan Seaver,862c0b16
info,registry,people,Azam Khan,ee8f1a6d
info,registry,people,B White,1a448be0
info,registry,people,BJ McCarthy,3766056b
info,registry,people,Babar Azam,8a75e999
info,registry,people,C Campher,478a63e7
info,registry,people,CA Young,bd0a4a7d
info,registry,people,Fakhar Zaman,1777c020
info,registry,people,G McCrea,46f4a901
info,registry,people,GH Dockrell,99cddc5e
info,registry,people,GJ Delany,33b3d2df
info,registry,people,HT Tector,59ea70a4
info,registry,people,Iftikhar Ahmed,29e253dd
info,registry,people,Imad Wasim,9cb8d7a6
info,registry,people,Jonathan Kennedy,f7ad4494
info,registry,people,L Tucker,3979b5e0
info,registry,people,M Hawthorne,ea123ee4
info,registry,people,MR Adair,fc55ec67
info,registry,people,Mohammad Rizwan,2f26ac1a
info,registry,people,Naseem Shah,9c9af282
info,registry,people,PR Stirling,cf494ffe
info,registry,people,R Black,156c8fb1
info,registry,people,Saim Ayub,33609a8c
info,registry,people,Shadab Khan,9de62878
info,registry,people,Shaheen Shah Afridi,45a7e761
ball,1,0.1,Pakistan,Saim Ayub,Mohammad Rizwan,MR Adair,1,0,,,,,,"",""
ball,1,0.2,Pakistan,Mohammad Rizwan,Saim Ayub,MR Adair,1,0,,,,,,"",""
ball,1,0.3,Pakistan,Saim Ayub,Mohammad Rizwan,MR Adair,1,0,,,,,,"",""
ball,1,0.4,Pakistan,Mohammad Rizwan,Saim Ayub,MR Adair,0,0,,,,,,"",""
ball,1,0.5,Pakistan,Mohammad Rizwan,Saim Ayub,MR Adair,0,0,,,,,,"",""
ball,1,0.6,Pakistan,Mohammad Rizwan,Saim Ayub,MR Adair,0,0,,,,,,"",""
ball,1,1.1,Pakistan,Saim Ayub,Mohammad Rizwan,BJ McCarthy,4,0,,,,,,"",""
ball,1,1.2,Pakistan,Saim Ayub,Mohammad Rizwan,BJ McCarthy,0,0,,,,,,"",""
ball,1,1.3,Pakistan,Saim Ayub,Mohammad Rizwan,BJ McCarthy,0,0,,,,,,"",""
ball,1,1.4,Pakistan,Saim Ayub,Mohammad Rizwan,BJ McCarthy,0,0,,,,,,"",""
ball,1,1.5,Pakistan,Saim Ayub,Mohammad Rizwan,BJ McCarthy,0,0,,,,,,run out,Mohammad Rizwan
ball,1,1.6,Pakistan,Saim Ayub,Babar Azam,BJ McCarthy,4,0,,,,,,"",""
ball,1,2.1,Pakistan,Babar Azam,Saim Ayub,MR Adair,4,0,,,,,,"",""
ball,1,2.2,Pakistan,Babar Azam,Saim Ayub,MR Adair,0,0,,,,,,"",""
ball,1,2.3,Pakistan,Babar Azam,Saim Ayub,MR Adair,0,0,,,,,,"",""
ball,1,2.4,Pakistan,Babar Azam,Saim Ayub,MR Adair,0,0,,,,,,"",""
ball,1,2.5,Pakistan,Babar Azam,Saim Ayub,MR Adair,1,0,,,,,,"",""
ball,1,2.6,Pakistan,Saim Ayub,Babar Azam,MR Adair,0,0,,,,,,"",""
ball,1,3.1,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,0,0,,,,,,"",""
ball,1,3.2,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,0,0,,,,,,"",""
ball,1,3.3,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,4,0,,,,,,"",""
ball,1,3.4,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,0,0,,,,,,"",""
ball,1,3.5,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,0,0,,,,,,"",""
ball,1,3.6,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,0,1,1,,,,,"",""
ball,1,3.7,Pakistan,Babar Azam,Saim Ayub,BJ McCarthy,0,0,,,,,,"",""
ball,1,4.1,Pakistan,Saim Ayub,Babar Azam,CA Young,1,0,,,,,,"",""
ball,1,4.2,Pakistan,Babar Azam,Saim Ayub,CA Young,0,0,,,,,,"",""
ball,1,4.3,Pakistan,Babar Azam,Saim Ayub,CA Young,0,0,,,,,,"",""
ball,1,4.4,Pakistan,Babar Azam,Saim Ayub,CA Young,1,0,,,,,,"",""
