version,1.7.0
info,balls_per_over,6
info,team,Thailand
info,team,Indonesia
info,gender,male
info,season,2024/25
info,date,2024/10/23
info,event,Bhutan Quadrangular T20I Series
info,venue,Gelephu International Cricket Ground
info,city,Gelephu
info,toss_winner,Thailand
info,toss_decision,bat
info,player_of_match,AP Yadav
info,umpire,Dorji
info,umpire,ON Pradhan
info,reserve_umpire,AK Rai
info,tv_umpire,U Dorji
info,winner,Thailand
info,winner_runs,66
info,player,Thailand,AP Yadav
info,player,Thailand,C Chatphaisan
info,player,Thailand,Y Saranonnakkun
info,player,Thailand,J Coetzee
info,player,Thailand,AV Lazarus
info,player,Thailand,MK Thakur
info,player,Thailand,S Rungrueang
info,player,Thailand,N Senamontree
info,player,Thailand,A Kalasi
info,player,Thailand,Sarawut Maliwan
info,player,Thailand,K Senamontree
info,player,Indonesia,KD Kesuma
info,player,Indonesia,Ahmad Ramdoni
info,player,Indonesia,GA Priandana
info,player,Indonesia,DJ Hawoe
info,player,Indonesia,J Dzulfikar
info,player,Indonesia,IKEG Artawan
info,player,Indonesia,FFJ Heo
info,player,Indonesia,AA Rahayu
info,player,Indonesia,GD Arta
info,player,Indonesia,DGAPD Wiswi
info,player,Indonesia,RM Koda
info,registry,people,A Kalasi,8930a2a6
info,registry,people,AA Rahayu,2327fdc7
info,registry,people,AK Rai,1d70834a
info,registry,people,AP Yadav,a5501504
info,registry,people,AV Lazarus,30c917bf
info,registry,people,Ahmad Ramdoni,b5f30525
info,registry,people,C Chatphaisan,85c56be8
info,registry,people,C Pengkumta,b3540b2a
info,registry,people,DGAPD Wiswi,d3d096f5
info,registry,people,DJ Hawoe,a62f55ba
info,registry,people,Dorji,a6b688ef
info,registry,people,FFJ Heo,c73c75f9
info,registry,people,GA Priandana,2af0e3b1
info,registry,people,GD Arta,e969e580
info,registry,people,IKEG Artawan,190957d2
info,registry,people,J Coetzee,3ad06915
info,registry,people,J Dzulfikar,05ea0342
info,registry,people,K Senamontree,e553e27f
info,registry,people,KD Kesuma,4b349dc0
info,registry,people,MK Thakur,2d9451cc
info,registry,people,N Senamontree,44e00a4c
info,registry,people,ON Pradhan,d41a08d6
info,registry,people,RM Koda,f0a45427
info,registry,people,S Rungrueang,35ae9e8a
info,registry,people,Sarawut Maliwan,36a0a88c
info,registry,people,U Dorji,12bba2d4
info,registry,people,Y Saranonnakkun,9c93c0a3
ball,1,0.1,Thailand,AP Yadav,C Chatphaisan,RM Koda,1,0,,,,,,"",""
ball,1,0.2,Thailand,C Chatphaisan,AP Yadav,RM Koda,1,0,,,,,,"",""
ball,1,0.3,Thailand,AP Yadav,C Chatphaisan,RM Koda,0,0,,,,,,"",""
ball,1,0.4,Thailand,AP Yadav,C Chatphaisan,RM Koda,1,0,,,,,,"",""
ball,1,0.5,Thailand,C Chatphaisan,AP Yadav,RM Koda,0,0,,,,,,"",""
ball,1,0.6,Thailand,C Chatphaisan,AP Yadav,RM Koda,1,0,,,,,,"",""
ball,1,1.1,Thailand,C Chatphaisan,AP Yadav,GD Arta,0,0,,,,,,"",""
ball,1,1.2,Thailand,C Chatphaisan,AP Yadav,GD Arta,0,0,,,,,,"",""
ball,1,1.3,Thailand,C Chatphaisan,AP Yadav,GD Arta,0,0,,,,,,"",""
ball,1,1.4,Thailand,C Chatphaisan,AP Yadav,GD Arta,0,0,,,,,,"",""
ball,1,1.5,Thailand,C Chatphaisan,AP Yadav,GD Arta,1,0,,,,,,"",""
ball,1,1.6,Thailand,AP Yadav,C Chatphaisan,GD Arta,1,0,,,,,,"",""
ball,1,2.1,Thailand,AP Yadav,C Chatphaisan,RM Koda,0,0,,,,,,"",""
ball,1,2.2,Thailand,AP Yadav,C Chatphaisan,RM Koda,0,0,,,,,,"",""
ball,1,2.3,Thailand,AP Yadav,C Chatphaisan,RM Koda,1,0,,,,,,"",""
ball,1,2.4,Thailand,C Chatphaisan,AP Yadav,RM Koda,2,0,,,,,,"",""
ball,1,2.5,Thailand,C Chatphaisan,AP Yadav,RM Koda,0,0,,,,,,"",""
ball,1,2.6,Thailand,C Chatphaisan,AP Yadav,RM Koda,0,0,,,,,,"",""
ball,1,3.1,Thailand,AP Yadav,C Chatphaisan,GD Arta,0,0,,,,,,"",""
ball,1,3.2,Thailand,AP Yadav,C Chatphaisan,GD Arta,1,0,,,,,,"",""
ball,1,3.3,Thailand,C Chatphaisan,AP Yadav,GD Arta,1,0,,,,,,"",""
ball,1,3.4,Thailand,AP Yadav,C Chatphaisan,GD Arta,0,0,,,,,,"",""
ball,1,3.5,Thailand,AP Yadav,C Chatphaisan,GD Arta,1,0,,,,,,"",""
ball,1,3.6,Thailand,C Chatphaisan,AP Yadav,GD Arta,0,0,,,,,,"",""
