version,1.7.0
info,balls_per_over,6
info,team,Oman
info,team,Kuwait
info,gender,male
info,season,2023
info,date,2023/09/22
info,event,Gulf Cricket T20I Championship
info,match_number,15
info,venue,"West End Park International Cricket Stadium, Doha"
info,city,Doha
info,toss_winner,Oman
info,toss_decision,bat
info,player_of_match,Ayan Khan
info,umpire,Rahat Ali
info,umpire,Shiju Sam
info,reserve_umpire,Imran Mustafa
info,tv_umpire,Mohammad Nasim
info,match_referee,Shivani Mishra
info,winner,Oman
info,winner_runs,68
info,player,Oman,KH Prajapati
info,player,Oman,Naseem Khushi
info,player,Oman,Aqib Ilyas
info,player,Oman,Ayan Khan
info,player,Oman,Rafiullah
info,player,Oman,Mehran Khan
info,player,Oman,Mohammad Nadeem
info,player,Oman,Shoaib Khan
info,player,Oman,Shakeel Ahmed
info,player,Oman,Fayyaz Butt
info,player,Oman,Bilal Khan
info,player,Kuwait,Adnan Idrees
info,player,Kuwait,R Sandaruwan
info,player,Kuwait,CV Anto
info,player,Kuwait,Meet Bhavsar
info,player,Kuwait,Ali Zaheer
info,player,Kuwait,Usman Patel
info,player,Kuwait,MNM Aslam
info,player,Kuwait,Sayed Monib
info,player,Kuwait,Shiraz Khan
info,player,Kuwait,Yasin Patel
info,player,Kuwait,Shahrukh Quddus
info,registry,people,Adnan Idrees,0e34c23a
info,registry,people,Ali Zaheer,04ed04d2
info,registry,people,Aqib Ilyas,b3b39bed
info,registry,people,Ayan Khan,44d6a8b8
info,registry,people,Bilal Khan,dcdb87f2
info,registry,people,CV Anto,c01ca5af
info,registry,people,Fayyaz Butt,bd9fbd51
info,registry,people,Imran Mustafa,f11bc2ff
info,registry,people,KH Prajapati,c4e73ff1
info,registry,people,MNM Aslam,20481563
info,registry,people,Meet Bhavsar,b25a3800
info,registry,people,Mehran Khan,d7bfcc0b
info,registry,people,Mohammad Nadeem,c5d7b244
info,registry,people,Mohammad Nasim,0aaa8310
info,registry,people,Naseem Khushi,c63671e9
info,registry,people,R Sandaruwan,cf6acc0d
info,registry,people,Rafiullah,369cc49c
info,registry,people,Rahat Ali,458161f4
info,registry,people,Sayed Monib,b9cfb0b1
info,registry,people,Shahrukh Quddus,a80cc0cc
info,registry,people,Shakeel Ahmed,e29e9c12
info,registry,people,Shiju Sam,1e2f3eae
info,registry,people,Shiraz Khan,f310704c
info,registry,people,Shivani Mishra,2982a0c7
info,registry,people,Shoaib Khan,21afb939
info,registry,people,Usman Patel,415c6ccf
info,registry,people,Yasin Patel,ecdd8d60
ball,1,0.1,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,0,1,1,,,,,"",""
ball,1,0.2,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,0,1,,,,1,,"",""
ball,1,0.3,Oman,Naseem Khushi,KH Prajapati,Shahrukh Quddus,0,1,1,,,,,"",""
ball,1,0.4,Oman,Naseem Khushi,KH Prajapati,Shahrukh Quddus,1,0,,,,,,"",""
ball,1,0.5,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,4,0,,,,,,"",""
ball,1,0.6,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,0,0,,,,,,"",""
ball,1,0.7,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,0,1,1,,,,,"",""
ball,1,0.8,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,1,0,,,,,,"",""
ball,1,0.9,Oman,Naseem Khushi,KH Prajapati,Shahrukh Quddus,0,0,,,,,,"",""
ball,1,1.1,Oman,KH Prajapati,Naseem Khushi,Yasin Patel,1,0,,,,,,"",""
ball,1,1.2,Oman,Naseem Khushi,KH Prajapati,Yasin Patel,0,0,,,,,,"",""
ball,1,1.3,Oman,Naseem Khushi,KH Prajapati,Yasin Patel,0,0,,,,,,"",""
ball,1,1.4,Oman,Naseem Khushi,KH Prajapati,Yasin Patel,1,0,,,,,,"",""
ball,1,1.5,Oman,KH Prajapati,Naseem Khushi,Yasin Patel,0,0,,,,,,"",""
ball,1,1.6,Oman,KH Prajapati,Naseem Khushi,Yasin Patel,2,0,,,,,,"",""
ball,1,2.1,Oman,Naseem Khushi,KH Prajapati,Shahrukh Quddus,1,0,,,,,,"",""
ball,1,2.2,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,2,0,,,,,,"",""
ball,1,2.3,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,0,0,,,,,,"",""
ball,1,2.4,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,0,0,,,,,,"",""
ball,1,2.5,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,2,0,,,,,,"",""
ball,1,2.6,Oman,KH Prajapati,Naseem Khushi,Shahrukh Quddus,1,0,,,,,,"",""
ball,1,3.1,Oman,KH Prajapati,Naseem Khushi,Shiraz Khan,1,0,,,,,,"",""
ball,1,3.2,Oman,Naseem Khushi,KH Prajapati,Shiraz Khan,1,0,,,,,,"",""
