version,1.7.0
info,balls_per_over,6
info,team,Cambodia
info,team,Saudi Arabia
info,gender,male
info,season,2024/25
info,date,2024/11/25
info,event,ICC Men's T20 World Cup Asia Qualifier B
info,match_number,14
info,venue,University of Doha for Science and Technology
info,city,Doha
info,toss_winner,Saudi Arabia
info,toss_decision,field
info,player_of_match,Faisal Khan
info,umpire,Ahmed Shah Durrani
info,umpire,Akbar Ali
info,reserve_umpire,VG Rathi
info,match_referee,Ali Naqvi
info,winner,Saudi Arabia
info,winner_wickets,5
info,player,Cambodia,US Hathinjar
info,player,Cambodia,Lakshit Gupta
info,player,Cambodia,Luqman Butt
info,player,Cambodia,E Beukes
info,player,Cambodia,M Chadha
info,player,Cambodia,Salvin Stanly
info,player,Cambodia,Utkarsh Jain
info,player,Cambodia,Shah Abrar Hussain
info,player,Cambodia,Phon Bunthean
info,player,Cambodia,NT Gireesh
info,player,Cambodia,GC Murtaza
info,player,Saudi Arabia,Abdul Waheed
info,player,Saudi Arabia,Faisal Khan
info,player,Saudi Arabia,Manan Ali
info,player,Saudi Arabia,Abdul Wahid
info,player,Saudi Arabia,Waji Ul Hassan
info,player,Saudi Arabia,S Sankar
info,player,Saudi Arabia,Usman Khalid
info,player,Saudi Arabia,Shahzaib
info,player,Saudi Arabia,Usman Najeeb
info,player,Saudi Arabia,Ishtiaq Ahmad
info,player,Saudi Arabia,Zain Ul Abidin
info,registry,people,Abdul Waheed,23fa9ea9
info,registry,people,Abdul Wahid,40aea524
info,registry,people,Ahmed Shah Durrani,af23265a
info,registry,people,Akbar Ali,e753931d
info,registry,people,Ali Naqvi,3c89fc88
info,registry,people,E Beukes,fbb8cf87
info,registry,people,Faisal Khan,a7553f15
info,registry,people,GC Murtaza,6cc4d322
info,registry,people,Ishtiaq Ahmad,056b433b
info,registry,people,Lakshit Gupta,52b090a6
info,registry,people,Luqman Butt,7a6decc8
info,registry,people,M Chadha,93a77ad4
info,registry,people,Manan Ali,d0b643e1
info,registry,people,NT Gireesh,32190239
info,registry,people,Phon Bunthean,8981deb8
info,registry,people,S Sankar,69997d9d
info,registry,people,Salvin Stanly,a6631b55
info,registry,people,Shah Abrar Hussain,6ec13131
info,registry,people,Shahzaib,befef38f
info,registry,people,US Hathinjar,5f77f23a
info,registry,people,Usman Khalid,314f0889
info,registry,people,Usman Najeeb,615688b6
info,registry,people,Utkarsh Jain,1f4a78c5
info,registry,people,VG Rathi,144e5b16
info,registry,people,Waji Ul Hassan,6892f9c3
info,registry,people,Zain Ul Abidin,b93b87ae
ball,1,0.1,Cambodia,US Hathinjar,Lakshit Gupta,Ishtiaq Ahmad,2,0,,,,,,"",""
ball,1,0.2,Cambodia,US Hathinjar,Lakshit Gupta,Ishtiaq Ahmad,0,0,,,,,,"",""
ball,1,0.3,Cambodia,US Hathinjar,Lakshit Gupta,Ishtiaq Ahmad,1,0,,,,,,"",""
ball,1,0.4,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,0,0,,,,,,"",""
ball,1,0.5,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,4,0,,,,,,"",""
ball,1,0.6,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,0,0,,,,,,"",""
ball,1,1.1,Cambodia,US Hathinjar,Lakshit Gupta,Usman Najeeb,1,0,,,,,,"",""
ball,1,1.2,Cambodia,Lakshit Gupta,US Hathinjar,Usman Najeeb,0,1,1,,,,,"",""
ball,1,1.3,Cambodia,Lakshit Gupta,US Hathinjar,Usman Najeeb,0,0,,,,,,"",""
ball,1,1.4,Cambodia,Lakshit Gupta,US Hathinjar,Usman Najeeb,0,1,,,,1,,"",""
ball,1,1.5,Cambodia,US Hathinjar,Lakshit Gupta,Usman Najeeb,0,0,,,,,,"",""
ball,1,1.6,Cambodia,US Hathinjar,Lakshit Gupta,Usman Najeeb,1,0,,,,,,"",""
ball,1,1.7,Cambodia,Lakshit Gupta,US Hathinjar,Usman Najeeb,0,0,,,,,,"",""
ball,1,2.1,Cambodia,US Hathinjar,Lakshit Gupta,Ishtiaq Ahmad,1,0,,,,,,"",""
ball,1,2.2,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,4,0,,,,,,"",""
ball,1,2.3,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,0,1,1,,,,,"",""
ball,1,2.4,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,6,0,,,,,,"",""
ball,1,2.5,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,4,0,,,,,,"",""
ball,1,2.6,Cambodia,Lakshit Gupta,US Hathinjar,Ishtiaq Ahmad,1,0,,,,,,"",""
ball,1,2.7,Cambodia,US Hathinjar,Lakshit Gupta,Ishtiaq Ahmad,4,0,,,,,,"",""
ball,1,3.1,Cambodia,Lakshit Gupta,US Hathinjar,Usman Khalid,2,0,,,,,,"",""
ball,1,3.2,Cambodia,Lakshit Gupta,US Hathinjar,Usman Khalid,2,0,,,,,,"",""
