version,1.7.0
info,balls_per_over,6
info,team,Nigeria
info,team,Uganda
info,gender,male
info,season,2023/24
info,date,2023/11/27
info,event,ICC Men's T20 World Cup Africa Region Qualifier
info,match_number,14
info,venue,"United Cricket Club Ground, Windhoek"
info,city,Windhoek
info,toss_winner,Nigeria
info,toss_decision,bat
info,player_of_match,DM Nakrani
info,umpire,A Louw
info,umpire,Kehinde Olanbiwonnu
info,reserve_umpire,IO Oyieko
info,match_referee,GH Pienaar
info,winner,Uganda
info,winner_wickets,9
info,player,Nigeria,Sulaimon Runsewe
info,player,Nigeria,AA Onikoyi
info,player,Nigeria,A Shreshta
info,player,Nigeria,JO Adedeji
info,player,Nigeria,I Danladi
info,player,Nigeria,R Abdulkareem
info,player,Nigeria,P Useni
info,player,Nigeria,IO Okpe
info,player,Nigeria,SA Okpe
info,player,Nigeria,Mohameed Taiwo
info,player,Nigeria,P Aho
info,player,Uganda,S Sesazi
info,player,Uganda,RB Patel
info,player,Uganda,RG Mukasa
info,player,Uganda,Riazat Ali Shah
info,player,Uganda,AR Ramjani
info,player,Uganda,DM Nakrani
info,player,Uganda,K Waiswa
info,player,Uganda,CN Kakuru
info,player,Uganda,B Masaba
info,player,Uganda,Bilal Hassun
info,player,Uganda,H Ssenyondo
info,registry,people,A Louw,5eecae5d
info,registry,people,A Shreshta,4e9af8f6
info,registry,people,AA Onikoyi,409ce380
info,registry,people,AR Ramjani,30d8136b
info,registry,people,B Masaba,f33cfd25
info,registry,people,Bilal Hassun,1a9e9efe
info,registry,people,CN Kakuru,f6aed283
info,registry,people,DM Nakrani,46a7ac78
info,registry,people,GH Pienaar,3516e46b
info,registry,people,H Ssenyondo,2b7609f1
info,registry,people,I Danladi,c156cc1f
info,registry,people,IO Okpe,1c5c3dce
info,registry,people,IO Oyieko,de4828fa
info,registry,people,JO Adedeji,abee08c7
info,registry,people,K Waiswa,a3a275ec
info,registry,people,Kehinde Olanbiwonnu,e7e9f2cd
info,registry,people,Mohameed Taiwo,a9d788e3
info,registry,people,P Aho,2e392afa
info,registry,people,P Useni,71fa64d6
info,registry,people,R Abdulkareem,b9e07e44
info,registry,people,RB Patel,f88dc8de
info,registry,people,RG Mukasa,011f6b42
info,registry,people,Riazat Ali Shah,269cc4ff
info,registry,people,S Sesazi,c2c975f9
info,registry,people,SA Okpe,681f522f
info,registry,people,Sulaimon Runsewe,c25d26dc
ball,1,0.1,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,0,0,,,,,,"",""
ball,1,0.2,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,0,0,,,,,,"",""
ball,1,0.3,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,0,0,,,,,,"",""
ball,1,0.4,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,1,0,,,,,,"",""
ball,1,0.5,Nigeria,AA Onikoyi,Sulaimon Runsewe,Bilal Hassun,0,0,,,,,,"",""
ball,1,0.6,Nigeria,AA Onikoyi,Sulaimon Runsewe,Bilal Hassun,0,0,,,,,,"",""
ball,1,1.1,Nigeria,Sulaimon Runsewe,AA Onikoyi,AR Ramjani,1,0,,,,,,"",""
ball,1,1.2,Nigeria,AA Onikoyi,Sulaimon Runsewe,AR Ramjani,1,0,,,,,,"",""
ball,1,1.3,Nigeria,Sulaimon Runsewe,AA Onikoyi,AR Ramjani,5,0,,,,,,"",""
ball,1,1.4,Nigeria,AA Onikoyi,Sulaimon Runsewe,AR Ramjani,1,0,,,,,,"",""
ball,1,1.5,Nigeria,Sulaimon Runsewe,AA Onikoyi,AR Ramjani,0,0,,,,,,"",""
ball,1,1.6,Nigeria,Sulaimon Runsewe,AA Onikoyi,AR Ramjani,0,0,,,,,,"",""
ball,1,2.1,Nigeria,AA Onikoyi,Sulaimon Runsewe,Bilal Hassun,1,0,,,,,,"",""
ball,1,2.2,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,0,1,,,,1,,"",""
ball,1,2.3,Nigeria,AA Onikoyi,Sulaimon Runsewe,Bilal Hassun,1,0,,,,,,"",""
ball,1,2.4,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,1,0,,,,,,"",""
ball,1,2.5,Nigeria,AA Onikoyi,Sulaimon Runsewe,Bilal Hassun,1,0,,,,,,"",""
ball,1,2.6,Nigeria,Sulaimon Runsewe,AA Onikoyi,Bilal Hassun,0,0,,,,,,"",""
ball,1,3.1,Nigeria,AA Onikoyi,Sulaimon Runsewe,DM Nakrani,0,0,,,,,,"",""
ball,1,3.2,Nigeria,AA Onikoyi,Sulaimon Runsewe,DM Nakrani,4,0,,,,,,"",""
ball,1,3.3,Nigeria,AA Onikoyi,Sulaimon Runsewe,DM Nakrani,0,0,,,,,,"",""
