version,1.7.0
info,balls_per_over,6
info,team,United Arab Emirates
info,team,Oman
info,gender,male
info,season,2023
info,date,2023/09/23
info,event,Gulf Cricket T20I Championship
info,venue,"West End Park International Cricket Stadium, Doha"
info,city,Doha
info,toss_winner,United Arab Emirates
info,toss_decision,bat
info,player_of_match,Aqib Ilyas
info,umpire,Imran Mustafa
info,umpire,Rahat Ali
info,reserve_umpire,Mohammed Younis
info,tv_umpire,Mohammad Nasim
info,match_referee,Shivani Mishra
info,winner,Oman
info,winner_wickets,5
info,player,United Arab Emirates,A Sharma
info,player,United Arab Emirates,Waseem Muhammad
info,player,United Arab Emirates,V Aravind
info,player,United Arab Emirates,Asif Khan
info,player,United Arab Emirates,Ansh Tandon
info,player,United Arab Emirates,Basil Hameed
info,player,United Arab Emirates,Ali Naseer
info,player,United Arab Emirates,Aayan Afzal Khan
info,player,United Arab Emirates,Junaid Siddique
info,player,United Arab Emirates,Zahoor Khan
info,player,United Arab Emirates,Muhammad Jawadullah
info,player,Oman,KH Prajapati
info,player,Oman,Naseem Khushi
info,player,Oman,Aqib Ilyas
info,player,Oman,Shoaib Khan
info,player,Oman,Ayan Khan
info,player,Oman,Mohammad Nadeem
info,player,Oman,Mehran Khan
info,player,Oman,Rafiullah
info,player,Oman,Shakeel Ahmed
info,player,Oman,Fayyaz Butt
info,player,Oman,Bilal Khan
info,registry,people,A Sharma,5661ef90
info,registry,people,Aayan Afzal Khan,d2d15439
info,registry,people,Ali Naseer,f5715b48
info,registry,people,Ansh Tandon,599ce28e
info,registry,people,Aqib Ilyas,b3b39bed
info,registry,people,Asif Khan,074acfb4
info,registry,people,Ayan Khan,44d6a8b8
info,registry,people,Basil Hameed,adbf0400
info,registry,people,Bilal Khan,dcdb87f2
info,registry,people,Fayyaz Butt,bd9fbd51
info,registry,people,Imran Mustafa,f11bc2ff
info,registry,people,Junaid Siddique,84dc72db
info,registry,people,KH Prajapati,c4e73ff1
info,registry,people,Mehran Khan,d7bfcc0b
info,registry,people,Mohammad Nadeem,c5d7b244
info,registry,people,Mohammad Nasim,0aaa8310
info,registry,people,Mohammed Younis,46ff5194
info,registry,people,Muhammad Jawadullah,098a757c
info,registry,people,Naseem Khushi,c63671e9
info,registry,people,Rafiullah,369cc49c
info,registry,people,Rahat Ali,458161f4
info,registry,people,Shakeel Ahmed,e29e9c12
info,registry,people,Shivani Mishra,2982a0c7
info,registry,people,Shoaib Khan,21afb939
info,registry,people,V Aravind,cddafe26
info,registry,people,Waseem Muhammad,6f02fe2a
info,registry,people,Zahoor Khan,f0e293b0
ball,1,0.1,United Arab Emirates,A Sharma,Waseem Muhammad,Bilal Khan,4,0,,,,,,"",""
ball,1,0.2,United Arab Emirates,A Sharma,Waseem Muhammad,Bilal Khan,4,0,,,,,,"",""
ball,1,0.3,United Arab Emirates,A Sharma,Waseem Muhammad,Bilal Khan,0,0,,,,,,"",""
ball,1,0.4,United Arab Emirates,A Sharma,Waseem Muhammad,Bilal Khan,1,0,,,,,,"",""
ball,1,0.5,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,4,0,,,,,,"",""
ball,1,0.6,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,0,0,,,,,,"",""
ball,1,1.1,United Arab Emirates,A Sharma,Waseem Muhammad,Fayyaz Butt,0,0,,,,,,"",""
ball,1,1.2,United Arab Emirates,A Sharma,Waseem Muhammad,Fayyaz Butt,1,0,,,,,,"",""
ball,1,1.3,United Arab Emirates,Waseem Muhammad,A Sharma,Fayyaz Butt,0,0,,,,,,"",""
ball,1,1.4,United Arab Emirates,Waseem Muhammad,A Sharma,Fayyaz Butt,1,0,,,,,,"",""
ball,1,1.5,United Arab Emirates,A Sharma,Waseem Muhammad,Fayyaz Butt,0,0,,,,,,"",""
ball,1,1.6,United Arab Emirates,A Sharma,Waseem Muhammad,Fayyaz Butt,0,0,,,,,,"",""
ball,1,2.1,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,0,1,1,,,,,"",""
ball,1,2.2,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,0,0,,,,,,"",""
ball,1,2.3,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,6,0,,,,,,"",""
ball,1,2.4,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,0,0,,,,,,"",""
ball,1,2.5,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,0,0,,,,,,"",""
ball,1,2.6,United Arab Emirates,Waseem Muhammad,A Sharma,Bilal Khan,1,0,,,,,,"",""
ball,1,2.7,United Arab Emirates,A Sharma,Waseem Muhammad,Bilal Khan,0,0,,,,,,caught,A Sharma
ball,1,3.1,United Arab Emirates,Waseem Muhammad,V Aravind,Fayyaz Butt,6,0,,,,,,"",""
ball,1,3.2,United Arab Emirates,Waseem Muhammad,V Aravind,Fayyaz Butt,1,0,,,,,,"",""
ball,1,3.3,United Arab Emirates,V Aravind,Waseem Muhammad,Fayyaz Butt,0,0,,,,,,"",""
ball,1,3.4,United Arab Emirates,V Aravind,Waseem Muhammad,Fayyaz Butt,0,0,,,,,,"",""
