version,1.7.0
info,balls_per_over,6
info,team,Papua New Guinea
info,team,Malaysia
info,gender,male
info,season,2023/24
info,date,2024/03/16
info,event,Papua New Guinea tour of Malaysia
info,match_number,1
info,venue,"Bayuemas Oval, Kuala Lumpur"
info,city,Kuala Lumpur
info,toss_winner,Malaysia
info,toss_decision,field
info,player_of_match,CJA Amini
info,umpire,L Poobalan
info,umpire,Nasir Ali
info,winner,Papua New Guinea
info,winner_runs,77
info,player,Papua New Guinea,TP Ura
info,player,Papua New Guinea,S Bau
info,player,Papua New Guinea,CJA Amini
info,player,Papua New Guinea,L Siaka
info,player,Papua New Guinea,H Hiri
info,player,Papua New Guinea,K Doriga
info,player,Papua New Guinea,J Kariko
info,player,Papua New Guinea,N Pokana
info,player,Papua New Guinea,HGV Vare
info,player,Papua New Guinea,N Vanua
info,player,Papua New Guinea,JWW Gardner
info,player,Malaysia,Syed Aziz
info,player,Malaysia,Virandeep Singh
info,player,Malaysia,S Muniandy
info,player,Malaysia,Ahmed Faiz
info,player,Malaysia,Ahmed Aqeel
info,player,Malaysia,Muhammad Amir
info,player,Malaysia,Zubaidi Zulkifle
info,player,Malaysia,S Vijay Unni
info,player,Malaysia,Ainool Hafizs
info,player,Malaysia,Muhammad Wafiq
info,player,Malaysia,Pavandeep Singh
info,registry,people,Ahmed Aqeel,92f0e10e
info,registry,people,Ahmed Faiz,f6b4f746
info,registry,people,Ainool Hafizs,1bada9da
info,registry,people,CJA Amini,4d84ad05
info,registry,people,H Hiri,9dc3ea7e
info,registry,people,HGV Vare,98299b67
info,registry,people,J Kariko,cde067e1
info,registry,people,JWW Gardner,6e61adb8
info,registry,people,K Doriga,365229a8
info,registry,people,L Poobalan,93cc9718
info,registry,people,L Siaka,6b4593ee
info,registry,people,Muhammad Amir,60bec5c3
info,registry,people,Muhammad Wafiq,f104c434
info,registry,people,N Pokana,87a92b6b
info,registry,people,N Vanua,a36915ce
info,registry,people,Nasir Ali,567675c8
info,registry,people,Pavandeep Singh,78fcc740
info,registry,people,S Bau,9a95bebb
info,registry,people,S Muniandy,57fcfd3b
info,registry,people,S Vijay Unni,f737ab44
info,registry,people,Syed Aziz,6667067e
info,registry,people,TP Ura,a82eb3fb
info,registry,people,Virandeep Singh,415d30b6
info,registry,people,Zubaidi Zulkifle,dca8273d
ball,1,0.1,Papua New Guinea,TP Ura,S Bau,Syed Aziz,1,0,,,,,,"",""
ball,1,0.2,Papua New Guinea,S Bau,TP Ura,Syed Aziz,1,0,,,,,,"",""
ball,1,0.3,Papua New Guinea,TP Ura,S Bau,Syed Aziz,0,0,,,,,,"",""
ball,1,0.4,Papua New Guinea,TP Ura,S Bau,Syed Aziz,0,1,1,,,,,"",""
ball,1,0.5,Papua New Guinea,TP Ura,S Bau,Syed Aziz,4,0,,,,,,"",""
ball,1,0.6,Papua New Guinea,TP Ura,S Bau,Syed Aziz,0,0,,,,,,"",""
ball,1,0.7,Papua New Guinea,TP Ura,S Bau,Syed Aziz,0,1,1,,,,,"",""
ball,1,0.8,Papua New Guinea,TP Ura,S Bau,Syed Aziz,0,0,,,,,,"",""
ball,1,1.1,Papua New Guinea,S Bau,TP Ura,Pavandeep Singh,0,0,,,,,,"",""
ball,1,1.2,Papua New Guinea,S Bau,TP Ura,Pavandeep Singh,0,0,,,,,,"",""
ball,1,1.3,Papua New Guinea,S Bau,TP Ura,Pavandeep Singh,1,0,,,,,,"",""
ball,1,1.4,Papua New Guinea,TP Ura,S Bau,Pavandeep Singh,4,0,,,,,,"",""
ball,1,1.5,Papua New Guinea,TP Ura,S Bau,Pavandeep Singh,1,0,,,,,,"",""
ball,1,1.6,Papua New Guinea,S Bau,TP Ura,Pavandeep Singh,0,1,1,,,,,"",""
ball,1,1.7,Papua New Guinea,S Bau,TP Ura,Pavandeep Singh,0,0,,,,,,"",""
ball,1,2.1,Papua New Guinea,TP Ura,S Bau,Syed Aziz,1,0,,,,,,"",""
ball,1,2.2,Papua New Guinea,S Bau,TP Ura,Syed Aziz,0,0,,,,,,"",""
ball,1,2.3,Papua New Guinea,S Bau,TP Ura,Syed Aziz,0,1,,,,1,,"",""
ball,1,2.4,Papua New Guinea,TP Ura,S Bau,Syed Aziz,4,0,,,,,,"",""
ball,1,2.5,Papua New Guinea,TP Ura,S Bau,Syed Aziz,1,0,,,,,,"",""
ball,1,2.6,Papua New Guinea,S Bau,TP Ura,Syed Aziz,0,0,,,,,,"",""
ball,1,3.1,Papua New Guinea,TP Ura,S Bau,Pavandeep Singh,1,0,,,,,,"",""
