version,1.7.0
info,balls_per_over,6
info,team,Indonesia
info,team,South Korea
info,gender,male
info,season,2024
info,date,2024/10/02
info,event,ICC Men's T20 World Cup East Asia-Pacific Region Qualifier B
info,match_number,8
info,venue,"Yeonhui Cricket Ground, Incheon"
info,city,Incheon
info,toss_winner,Indonesia
info,toss_decision,bat
info,player_of_match,Anjar Tadarus
info,umpire,Sarika Prasad
info,umpire,Tanvir Ahmed
info,reserve_umpire,AK Rana
info,tv_umpire,Suresh Subramanian
info,match_referee,TL Anderson
info,winner,Indonesia
info,winner_runs,27
info,player,Indonesia,Ahmad Ramdoni
info,player,Indonesia,Anjar Tadarus
info,player,Indonesia,Gaurav Tiwari
info,player,Indonesia,DJ Hawoe
info,player,Indonesia,PR Surve
info,player,Indonesia,IK Gamantika
info,player,Indonesia,KC Ramamoorthy
info,player,Indonesia,F Banunaek
info,player,Indonesia,IKEG Artawan
info,player,Indonesia,GD Arta
info,player,Indonesia,RM Koda
info,player,South Korea,Kim Daeyeon
info,player,South Korea,Aamir Lal
info,player,South Korea,BI Dilruksha
info,player,South Korea,Mudassir Iqbal
info,player,South Korea,Raja Shoaib
info,player,South Korea,Alam Nakash
info,player,South Korea,Jun Hyunwoo
info,player,South Korea,S Maduranga
info,player,South Korea,AN Hyobeom
info,player,South Korea,Altaf Gill
info,player,South Korea,Lee Kangmin
info,registry,people,AK Rana,562d74d0
info,registry,people,AN Hyobeom,8a00eec1
info,registry,people,Aamir Lal,2472ad2c
info,registry,people,Ahmad Ramdoni,b5f30525
info,registry,people,Alam Nakash,90830f8d
info,registry,people,Altaf Gill,b9b194d6
info,registry,people,Anjar Tadarus,72275237
info,registry,people,BI Dilruksha,bf60e1d2
info,registry,people,DJ Hawoe,a62f55ba
info,registry,people,F Banunaek,3c8faed4
info,registry,people,GD Arta,e969e580
info,registry,people,Gaurav Tiwari,cab3f89a
info,registry,people,IK Gamantika,4d7c5b56
info,registry,people,IKEG Artawan,190957d2
info,registry,people,Jun Hyunwoo,431f2dd4
info,registry,people,KC Ramamoorthy,a89c270b
info,registry,people,Kim Daeyeon,4a51c045
info,registry,people,Lee Kangmin,cd752e8a
info,registry,people,Mudassir Iqbal,63f306ac
info,registry,people,PR Surve,206efeb1
info,registry,people,RM Koda,f0a45427
info,registry,people,Raja Shoaib,7b0ea09e
info,registry,people,S Maduranga,68f24545
info,registry,people,Sarika Prasad,8ff397fa
info,registry,people,Suresh Subramanian,4e869e23
info,registry,people,TL Anderson,f52ddf8d
info,registry,people,Tanvir Ahmed,ea2df1f1
ball,1,0.1,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,0.2,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,0.3,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,0.4,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,1,0,,,,,,"",""
ball,1,0.5,Indonesia,Anjar Tadarus,Ahmad Ramdoni,Aamir Lal,0,0,,,,,,"",""
ball,1,0.6,Indonesia,Anjar Tadarus,Ahmad Ramdoni,Aamir Lal,0,0,,,,,,"",""
ball,1,1.1,Indonesia,Ahmad Ramdoni,Anjar Tadarus,S Maduranga,1,0,,,,,,"",""
ball,1,1.2,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,0,0,,,,,,"",""
ball,1,1.3,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,0,0,,,,,,"",""
ball,1,1.4,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,0,0,,,,,,"",""
ball,1,1.5,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,0,0,,,,,,"",""
ball,1,1.6,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,0,0,,,,,,"",""
ball,1,2.1,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,2.2,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,2,0,,,,,,"",""
ball,1,2.3,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,2.4,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,2.5,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,2.6,Indonesia,Ahmad Ramdoni,Anjar Tadarus,Aamir Lal,0,0,,,,,,"",""
ball,1,3.1,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,0,1,1,,,,,"",""
ball,1,3.2,Indonesia,Anjar Tadarus,Ahmad Ramdoni,S Maduranga,1,0,,,,,,"",""
ball,1,3.3,Indonesia,Ahmad Ramdoni,Anjar Tadarus,S Maduranga,0,0,,,,,,"",""
ball,1,3.4,Indonesia,Ahmad Ramdoni,Anjar Tadarus,S Maduranga,1,0,,,,,,"",""
